dataset,graph_id,seed,artifact,absolute_path,size_bytes,sha256
d1,G00_SP18_F20_CORR_UNION,3,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_3/attempt_001/views.npz,2466509,0448794a7a026f685d78e334c3f0055d1dade146b101b2a392f9d3b72f1d7069
d1,G00_SP18_F20_CORR_UNION,4,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_4/attempt_001/run_manifest.json,6691,aa1d3f2ced7b1ce8c23ccb147e6609c149d6e5a1ad5060a3593638ef15893133
d1,G00_SP18_F20_CORR_UNION,4,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_4/attempt_001/checkpoint_reload_audit.json,2836,61d96f69bde53caaf9a2799527f00fda732c7af6e0003d9b9c12649e95d09cc9
d1,G00_SP18_F20_CORR_UNION,4,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_4/attempt_001/coefficient_probe.json,31003,a1abe1e959964c4282234a3ea6ca71e091d94f03a9a4d0ab82a11a85a77a6a23
d1,G00_SP18_F20_CORR_UNION,4,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_4/attempt_001/h00_clusters.csv,80738,e3373413c271f93b01cb70f00d6a44d089554941223707824a55a7f6bae2114e
d1,G00_SP18_F20_CORR_UNION,4,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_4/attempt_001/loss_trajectory.csv,4981,ce843e34f3dab3caea8450f71a309e145b5419251fb8f91cd6fd2501cb991448
d1,G00_SP18_F20_CORR_UNION,4,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_4/attempt_001/model_final.pt,1606367,a49df80472448d2844a90801bec6d34dcf45ca4109699402177719c3591ba58a
d1,G00_SP18_F20_CORR_UNION,4,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_4/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G00_SP18_F20_CORR_UNION,4,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_4/attempt_001/reload_spec.json,435,ec631ce448b02a9373786795982c6aeb71cd1b3863ccba27de0d2ccf6d3ddf3d
d1,G00_SP18_F20_CORR_UNION,4,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_4/attempt_001/views.npz,2466242,448f10021b3d1df28dd4c55cec68f748736c881b48f046877128c7904e1f89ae
d1,G00_SP18_F20_CORR_UNION,5,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_5/attempt_001/run_manifest.json,6692,4910fa78c5d2da9545296102b355e68e314623e064d322e54682a86b22408117
d1,G00_SP18_F20_CORR_UNION,5,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_5/attempt_001/checkpoint_reload_audit.json,2835,da60cded630dbb9db994b6bc264912eae0b05e387dd6439d993d21a338081eac
d1,G00_SP18_F20_CORR_UNION,5,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_5/attempt_001/coefficient_probe.json,30976,193dada372d011b38cad8146cdf33c1f027e5da07c34d41ec796c0cbf27c5c21
d1,G00_SP18_F20_CORR_UNION,5,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_5/attempt_001/h00_clusters.csv,80769,a4a88a9a40ea37fa03ec747fd16d46dbf4874381913b7a14190281b9b9755750
d1,G00_SP18_F20_CORR_UNION,5,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_5/attempt_001/loss_trajectory.csv,4977,dd77db7e52a375ae15c9353e811955aee9fa9cdef0746c9636184a79ef965eb3
d1,G00_SP18_F20_CORR_UNION,5,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_5/attempt_001/model_final.pt,1606367,d1f540aba6eb9ea56ab325a934bbd40cc5900a2266ea201542fc2d686587d457
d1,G00_SP18_F20_CORR_UNION,5,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_5/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G00_SP18_F20_CORR_UNION,5,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_5/attempt_001/reload_spec.json,435,2094bd18549a0f2f9a7227cdff4e05aeb1d5c07bee8fa94760485ae4ffde2889
d1,G00_SP18_F20_CORR_UNION,5,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_5/attempt_001/views.npz,2466232,b32e143031ed98d1dd95fd611aeb34a3ae85155457d69153343e6e41d9e64b88
d1,G00_SP18_F20_CORR_UNION,6,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_6/attempt_001/run_manifest.json,6694,efa28e3b50676a023f1131ca1cf9187d9aad2a4991d0264866b71810bd18fc3f
d1,G00_SP18_F20_CORR_UNION,6,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_6/attempt_001/checkpoint_reload_audit.json,2836,82aed16779c3bededbcaeff89c52fe4768a442e1354c03e2cfffdc1b6fc39519
d1,G00_SP18_F20_CORR_UNION,6,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_6/attempt_001/coefficient_probe.json,30929,d845bfe52845a149885174e158e39eb9cafb4df79a840bcda2675feffd222291
d1,G00_SP18_F20_CORR_UNION,6,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_6/attempt_001/h00_clusters.csv,80942,7304ea1fd9882674e581b77a64a2133847ce3bc7912f8548deaf9675a6448a0b
d1,G00_SP18_F20_CORR_UNION,6,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_6/attempt_001/loss_trajectory.csv,4978,a3cd9c5e1fc91fec62b02be391c5c4946dc688c1f7f91b9f0d39056560f80aee
d1,G00_SP18_F20_CORR_UNION,6,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_6/attempt_001/model_final.pt,1606367,1266f3ee2e5905b69adbb418f18e4ee5f5d670c90c9466222c65c9e2180828ec
d1,G00_SP18_F20_CORR_UNION,6,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_6/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G00_SP18_F20_CORR_UNION,6,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_6/attempt_001/reload_spec.json,435,fce560dca95bf3468494cb2bbbfb8568dd16e4d7df5c608d8908341863a7bb45
d1,G00_SP18_F20_CORR_UNION,6,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_6/attempt_001/views.npz,2465834,825916897f1a91e6495e0c023fc44d168c710da3b2f0dcba48ba8e7b9b8823c4
d1,G00_SP18_F20_CORR_UNION,7,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_7/attempt_001/run_manifest.json,6694,0641e062dca6daa3c434603d10aac98382e40e50aee59aead935dba6c8f0375c
d1,G00_SP18_F20_CORR_UNION,7,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_7/attempt_001/checkpoint_reload_audit.json,2835,15fb6df08de7ed24cec0f266880fde010ed50048614fbc6aad9d14330067a2bf
d1,G00_SP18_F20_CORR_UNION,7,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_7/attempt_001/coefficient_probe.json,30950,060e229ccea0571a0b46532b36e514561cbe06a25284f78b286f6517971f0dd7
d1,G00_SP18_F20_CORR_UNION,7,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_7/attempt_001/h00_clusters.csv,80728,0154e75631e063779ea46bb1ead7c0f80d5c96b1966dc68b1e295410682e20dc
d1,G00_SP18_F20_CORR_UNION,7,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_7/attempt_001/loss_trajectory.csv,4987,ccc0616ac832dd22537856ef69e92d83999b32c41cf56662e6f1870d348236a0
d1,G00_SP18_F20_CORR_UNION,7,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_7/attempt_001/model_final.pt,1606367,cf906000f94180b665793fd1ef676848c25e099061e3ac232862f7b377272da4
d1,G00_SP18_F20_CORR_UNION,7,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_7/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G00_SP18_F20_CORR_UNION,7,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_7/attempt_001/reload_spec.json,435,0af31a5d724b54ff1d45b7bef183e01d71b857653a673d829aebfc260ded6a91
d1,G00_SP18_F20_CORR_UNION,7,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_7/attempt_001/views.npz,2466745,0915a254bcdb51eeaf9993a5deb769a5cac9dfe1fbd85c1e024647d5dd430469
d1,G00_SP18_F20_CORR_UNION,8,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_8/attempt_001/run_manifest.json,6692,5d2d583747d6ac50630225d0ca033da5ded0e8082d7f3d1a8d6348096a180f8f
d1,G00_SP18_F20_CORR_UNION,8,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_8/attempt_001/checkpoint_reload_audit.json,2833,9d7e1f8941bbae18a5378ba29c93aadce554d47cf9430c9d2fd613bc40ab0ea8
d1,G00_SP18_F20_CORR_UNION,8,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_8/attempt_001/coefficient_probe.json,31011,2055a8357a0562815d07d9242ef1f11897179e77c97a8f528fd0cd074dae4c8d
d1,G00_SP18_F20_CORR_UNION,8,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_8/attempt_001/h00_clusters.csv,80735,1ecf4f36bac48d738ce16428176a40933852b4a314816a5da60540c45d35a284
d1,G00_SP18_F20_CORR_UNION,8,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_8/attempt_001/loss_trajectory.csv,4989,97a06db18d987381839d176d6f05c4c32a19b598b9224ffe592d3ab52b68c891
d1,G00_SP18_F20_CORR_UNION,8,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_8/attempt_001/model_final.pt,1606367,8f0d529fe1365fcb99bfbebdf3aa8d0912455ef3aba7a1dc8b37bee22c83feb0
d1,G00_SP18_F20_CORR_UNION,8,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_8/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G00_SP18_F20_CORR_UNION,8,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_8/attempt_001/reload_spec.json,435,60605ee6aa921201535cbdd176e1be86a66f54a8be0c5e372f4caeda611a5e20
d1,G00_SP18_F20_CORR_UNION,8,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_8/attempt_001/views.npz,2466671,5d75e72fb4e83ee711c6e22197f7f620e08472a63d5077a846abb4410efff1e9
d1,G00_SP18_F20_CORR_UNION,9,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_9/attempt_001/run_manifest.json,6694,e0d9b9101ee85982633b8d189112d9c7e442d2727a47b55be6fa4457c3f87703
d1,G00_SP18_F20_CORR_UNION,9,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_9/attempt_001/checkpoint_reload_audit.json,2829,4ade44d2082425b8c65780ecbb3ad5a97310aaeba5bf4fe43aacbad57d3e0e75
d1,G00_SP18_F20_CORR_UNION,9,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_9/attempt_001/coefficient_probe.json,31005,2b732a58341bee83836ad121515d67d4aa0cad4a97218ec48f21ada2d8831f5e
d1,G00_SP18_F20_CORR_UNION,9,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_9/attempt_001/h00_clusters.csv,80848,e6cac19a0d5dbf186dec2efd0cf12f0360b95c7b8d1661b9b924badd968b61fa
d1,G00_SP18_F20_CORR_UNION,9,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_9/attempt_001/loss_trajectory.csv,4967,28ab6f7f390f9da5af442fd88c682f0b70889a1c60f1c1fda49cc4bc55e8970f
d1,G00_SP18_F20_CORR_UNION,9,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_9/attempt_001/model_final.pt,1606367,a3d59a08e16612cc619fdf831f88b0ad1a6715d18d433100e2edff5ecdb9e3be
d1,G00_SP18_F20_CORR_UNION,9,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_9/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
d1,G00_SP18_F20_CORR_UNION,9,reload_spec.json,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_9/attempt_001/reload_spec.json,435,f3630f78d34ca131e2c6db12e917eaef393079b69e4717951aa775b18bb12c32
d1,G00_SP18_F20_CORR_UNION,9,views.npz,/root/autodl-fs/night6d_raw_runs_20260817/G00_SP18_F20_CORR_UNION/d1/seed_9/attempt_001/views.npz,2466313,9d51c826ee4d771885c6fd929800beb31d0bd5fd0791924fc4b8979e1557d0f5
d1,G04_SP10_F10_EUC_UNION,0,run_manifest.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_0/attempt_001/run_manifest.json,6695,de321334c9ce246cbc4ee897b22149f280dffa38a45fb822ca6299d157d9fc82
d1,G04_SP10_F10_EUC_UNION,0,checkpoint_reload_audit.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_0/attempt_001/checkpoint_reload_audit.json,2832,f5f96c5db8e7d2de3dbf0abf7942403995bda74b6190898e6e46e88142567299
d1,G04_SP10_F10_EUC_UNION,0,coefficient_probe.json,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_0/attempt_001/coefficient_probe.json,30964,dcebd603a8aa3edfdc641aed62334d3075ac6fe9103b49e110a316f1112a9d3d
d1,G04_SP10_F10_EUC_UNION,0,h00_clusters.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_0/attempt_001/h00_clusters.csv,80831,bb79dc298b56fd1bb7ea90b4400bb0bd56ade570d9047148830ca61b60cfc96a
d1,G04_SP10_F10_EUC_UNION,0,loss_trajectory.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_0/attempt_001/loss_trajectory.csv,4964,41f397911c70b178b260356264d614c9260b330e7aa9a66910638e6f90ce29a8
d1,G04_SP10_F10_EUC_UNION,0,model_final.pt,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_0/attempt_001/model_final.pt,1606367,95bdb7be49e7ac9ec5fa8e489a215cbd458c808da7f8da606cdf6ec6154a561d
d1,G04_SP10_F10_EUC_UNION,0,observation_ids.csv,/root/autodl-fs/night6d_raw_runs_20260817/G04_SP10_F10_EUC_UNION/d1/seed_0/attempt_001/observation_ids.csv,73913,9987fde7a974faa2ad2f493677414f6de2a3a6b2531c56b02e462eef09f99c6e
