stage,candidate_id,unit_id,dataset,seed,status,success,runtime_seconds,ari,nmi,q,neighbor_agreement,moran_i,geary_c,boundary_disagreement
T,T02_GLOBAL_WIDE,u004,a1,4,success,True,2.4622975811362267,0.25869433397666464,0.39208231415396216,0.3253883240653134,0.6334585379947992,0.5790211679865457,0.43573922417616295,0.36654146200520077
T,T02_GLOBAL_WIDE,u005,tonsil,0,success,True,2.148771734908223,0.14887831019593797,0.2711645566077152,0.2100214334018266,0.7212574090730874,0.5754789727598577,0.421614224710868,0.27874259092691256
T,T02_GLOBAL_WIDE,u006,tonsil,1,success,True,2.098941732198,0.14843280784979904,0.26994689786744036,0.20918985285861968,0.7228718374501257,0.5786731487897868,0.41840144666747864,0.27712816254987427
T,T02_GLOBAL_WIDE,u007,tonsil,2,success,True,2.1730626113712788,0.1527949856276461,0.2710084688291184,0.21190172722838224,0.7214880416983787,0.5775961397196572,0.4195507889696927,0.27851195830162134
T,T02_GLOBAL_WIDE,u008,tonsil,3,success,True,2.8168620578944683,0.15142805548484606,0.2694149034007518,0.21042147944279893,0.7220415599990775,0.5778585207496696,0.4192238533202837,0.2779584400009225
T,T02_GLOBAL_WIDE,u009,tonsil,4,success,True,2.5137241911143064,0.15089137546773104,0.26955551897722085,0.21022344722247593,0.7205193846721557,0.578752994727658,0.4189528362909687,0.2794806153278443
T,T02_GLOBAL_WIDE,u010,d1,0,success,True,3.5387472305446863,0.23608756016324162,0.37530806046003046,0.305697810311636,0.631571069333014,0.5716797864908771,0.4379326008317264,0.368428930666986
T,T02_GLOBAL_WIDE,u011,d1,1,success,True,2.9001131430268288,0.2538197838565261,0.3837703234585501,0.31879505365753813,0.6324691653694169,0.5700690735996969,0.43888986700533233,0.3675308346305831
T,T02_GLOBAL_WIDE,u012,d1,2,success,True,2.7021976839751005,0.22784592313459096,0.3779332390311308,0.3028895810828609,0.6426475871153156,0.5761656447327594,0.43330509366053055,0.35735241288468444
T,T02_GLOBAL_WIDE,u013,d1,3,success,True,2.9644146487116814,0.2460912888738005,0.38364868721064577,0.3148699880422231,0.6269009699437194,0.5608339685656051,0.44815331006930714,0.37309903005628064
T,T02_GLOBAL_WIDE,u014,d1,4,success,True,2.9898129645735025,0.23663211013664992,0.3772002999512481,0.306916205043949,0.6325290384385104,0.5718835808700511,0.43696466467585016,0.3674709615614896
T,T02_GLOBAL_WIDE,u015,d1,5,success,True,3.1421812400221825,0.25058512885110373,0.38201659703256863,0.3163008629418362,0.6332175787330858,0.5625732070431327,0.4463702458160916,0.3667824212669142
T,T02_GLOBAL_WIDE,u016,d1,6,success,True,3.0064130034297705,0.2326598721847101,0.3725309619204649,0.3025954170525875,0.6306131002275177,0.5694744969100982,0.440651369741553,0.3693868997724823
T,T02_GLOBAL_WIDE,u017,d1,7,success,True,3.167737487703562,0.23635879638144516,0.37669024500627163,0.3065245206938584,0.6415399353370854,0.5845139898547569,0.4254776913828593,0.3584600646629146
T,T02_GLOBAL_WIDE,u018,d1,8,success,True,3.445974124595523,0.23463654610827797,0.37296696611870467,0.3038017561134913,0.6271404622200935,0.5614909271007487,0.44747681210243934,0.37285953777990655
T,T02_GLOBAL_WIDE,u019,d1,9,success,True,3.1100236400961876,0.2463087396891116,0.3823252972307199,0.3143170184599158,0.6385163453478625,0.5754348021772634,0.4349129327236768,0.3614836546521375
T,T02_GLOBAL_WIDE,u020,p22,0,success,True,41.4611811041832,0.5046384715655635,0.6493869538731077,0.5770127127193356,0.902803738317757,0.8603269171438568,0.1406440706026082,0.09719626168224305
T,T02_GLOBAL_WIDE,u021,p22,1,success,True,49.93810689635575,0.4848156020311076,0.6371532125535799,0.5609844072923438,0.900109950522265,0.8585675417992261,0.14261420136850267,0.09989004947773505
T,T02_GLOBAL_WIDE,u022,p22,2,success,True,53.68592592328787,0.507068725046259,0.655674475000232,0.5813716000232455,0.9055085211654755,0.8668227675639754,0.13350253900684464,0.09449147883452447
