ami,ari,boundary_disagreement,cpu_peak_rss_mib,dataset,embedding_davies_bouldin,embedding_silhouette,fmi,gpu_peak_allocated_mib,gpu_peak_reserved_mib,homogeneity,hungarian_balanced_accuracy,hungarian_macro_f1,hungarian_weighted_f1,n_observations_evaluated,n_observations_trained,nmi,runtime_seconds,seed,spatial_cluster_geary_mean,spatial_cluster_moran_mean,spatial_neighbor_agreement,v_measure,variant
0.3735192788373485,0.26952554935059503,0.4272388059701493,1358.41796875,a1,1.7679649560068842,0.16756264865398407,0.41040451613974643,747.1728515625,780.0,0.42007681723716034,0.39629212796676794,0.3470953054695322,0.5495893476652274,3484,3484,0.37757379540816877,12.798742750659585,2,0.5202072482218791,0.4894803489299061,0.5727611940298507,0.3775737954081687,DROP_MOD2_RECON
0.3711997223546094,0.26486626832410304,0.40843857634902414,1359.07421875,a1,1.7905480988187428,0.15723781287670135,0.4058011308883207,747.1728515625,780.0,0.4205059510079046,0.4018756813111935,0.343566644254774,0.5214664831188249,3484,3484,0.3752443342480113,13.536898469552398,3,0.5160043577519337,0.4946323368691242,0.5915614236509759,0.3752443342480113,DROP_MOD2_RECON
0.37320223429290494,0.2601750458363467,0.4244323255517285,1359.07421875,a1,1.797503855384204,0.13732828199863434,0.4001520111385576,747.1728515625,780.0,0.4271274656945422,0.418944499991545,0.34813721769503536,0.5148298259645021,3484,3484,0.3771956241325654,13.128767380490899,4,0.5253599778543646,0.4832128812140408,0.5755676744482715,0.37719562413256547,DROP_MOD2_RECON
0.38134438220872663,0.2494243326648278,0.4919951524429136,1359.07421875,a1,1.8841073916975197,0.14825059473514557,0.3888221207117184,747.1728515625,780.0,0.4395168282669491,0.44992007686387253,0.3500463304565844,0.5252716778922646,3484,3484,0.38525642225859147,10.880312552675605,0,0.5932700728386747,0.4157204901322058,0.5080048475570864,0.38525642225859147,DROP_CORR1
0.3716048254903545,0.2700944816945804,0.43940553642046176,1365.0078125,a1,1.783431996830646,0.17919641733169556,0.4119239898043374,747.1728515625,780.0,0.4185496710247859,0.455849757426168,0.3521660520068504,0.5345974945612392,3484,3484,0.3756701855522537,11.487720008939505,1,0.5593804779170694,0.44896315130973674,0.5605944635795382,0.3756701855522537,DROP_CORR1
0.3670778452595133,0.26216048687277166,0.48112004082153337,1365.0078125,a1,2.003523645222578,0.1820795089006424,0.40414419797988677,747.1728515625,780.0,0.41400214236030725,0.45468665168713995,0.3498373549017798,0.530417544889054,3484,3484,0.37115742707804406,12.522829933091998,2,0.6033007565606676,0.4042073118937516,0.5188799591784666,0.371157427078044,DROP_CORR1
0.3749069773047804,0.27782495284669073,0.45728090317642556,1365.0078125,a1,1.7293596496051975,0.19763511419296265,0.4225558063196291,747.1728515625,780.0,0.4146036790964643,0.42278008180938115,0.3426016024298859,0.528617837651927,3484,3484,0.37901715423146115,11.488469645380974,3,0.5932271667149805,0.413653206844648,0.5427190968235744,0.37901715423146115,DROP_CORR1
0.3706192938618963,0.25184326372760113,0.5068407960199005,1365.0078125,a1,2.160431290620454,0.15709970891475677,0.3909330673571069,747.1728515625,780.0,0.4273388349415208,0.4441263098532235,0.35297189209718605,0.524546132022071,3484,3484,0.3745993742604056,12.219944586977363,4,0.6237243234735617,0.38240292599346554,0.4931592039800995,0.3745993742604057,DROP_CORR1
0.38882906393289296,0.28400327555686194,0.3913764510779436,1365.0078125,a1,1.7450505307869797,0.1762010157108307,0.42801761607407535,747.1728515625,780.0,0.4305224223804192,0.44149916852318166,0.3580957019040999,0.5528564068038204,3484,3484,0.39284626913661147,13.734509862959385,0,0.5113147233719365,0.4974629588964069,0.6086235489220564,0.39284626913661147,DROP_CORR2
0.34964063121644084,0.22980139288513948,0.4469320066334992,1365.0078125,a1,2.0383396367089404,0.1484452784061432,0.37245135361931914,747.1728515625,780.0,0.40280814402724335,0.3550270438886683,0.31063035751349094,0.4808059767359969,3484,3484,0.3537613754348588,12.259219944477081,1,0.5399964211511546,0.4687230265974677,0.5530679933665008,0.35376137543485886,DROP_CORR2
