dataset,hungarian_f1,seed,true_domain,variant
a1,0.6617142857142858,3,medulla sinuses,UNIFORM_ALL
a1,0.06012024048096192,3,medulla vessels,UNIFORM_ALL
a1,0.5898989898989898,3,pericapsular adipose tissue,UNIFORM_ALL
a1,0.023668639053254437,3,subcapsular sinus,UNIFORM_ALL
a1,0.0,3,trabeculae,UNIFORM_ALL
a1,0.375366568914956,4,capsule,UNIFORM_ALL
a1,0.6199324324324325,4,cortex,UNIFORM_ALL
a1,0.3881578947368421,4,follicle,UNIFORM_ALL
a1,0.1527272727272727,4,hilum,UNIFORM_ALL
a1,0.3696072118480361,4,medulla cords,UNIFORM_ALL
a1,0.6123427201917315,4,medulla sinuses,UNIFORM_ALL
a1,0.031914893617021274,4,medulla vessels,UNIFORM_ALL
a1,0.604,4,pericapsular adipose tissue,UNIFORM_ALL
a1,0.014705882352941175,4,subcapsular sinus,UNIFORM_ALL
a1,0.0,4,trabeculae,UNIFORM_ALL
placenta,0.7564102564102563,0,EVT,FULL_IGE
placenta,0.0,0,EVT-progenitor,FULL_IGE
placenta,0.703448275862069,0,Endothelial,FULL_IGE
placenta,0.01680672268907563,0,Erythroblasts,FULL_IGE
placenta,0.5675675675675677,0,FIB1,FULL_IGE
placenta,0.9037037037037038,0,FIB2,FULL_IGE
placenta,0.9010989010989011,0,Hofbauer cells,FULL_IGE
placenta,0.8362480127186008,0,STB,FULL_IGE
placenta,0.30303030303030304,0,STB-progenitor,FULL_IGE
placenta,0.7557354925775979,0,vCTB,FULL_IGE
placenta,0.7374999999999999,1,EVT,FULL_IGE
placenta,0.0,1,EVT-progenitor,FULL_IGE
placenta,0.30674846625766866,1,Endothelial,FULL_IGE
placenta,0.0,1,Erythroblasts,FULL_IGE
placenta,0.6514285714285715,1,FIB1,FULL_IGE
placenta,0.9269005847953217,1,FIB2,FULL_IGE
placenta,0.6136363636363636,1,Hofbauer cells,FULL_IGE
placenta,0.8357256778309411,1,STB,FULL_IGE
placenta,0.013986013986013984,1,STB-progenitor,FULL_IGE
placenta,0.7181688125894133,1,vCTB,FULL_IGE
placenta,0.7374999999999999,2,EVT,FULL_IGE
placenta,0.0,2,EVT-progenitor,FULL_IGE
placenta,0.6938775510204082,2,Endothelial,FULL_IGE
placenta,0.0,2,Erythroblasts,FULL_IGE
placenta,0.5771812080536912,2,FIB1,FULL_IGE
placenta,0.9039039039039038,2,FIB2,FULL_IGE
placenta,0.906318082788671,2,Hofbauer cells,FULL_IGE
placenta,0.834920634920635,2,STB,FULL_IGE
placenta,0.30588235294117644,2,STB-progenitor,FULL_IGE
placenta,0.7615176151761517,2,vCTB,FULL_IGE
placenta,0.7564102564102563,3,EVT,FULL_IGE
placenta,0.0,3,EVT-progenitor,FULL_IGE
placenta,0.7285714285714284,3,Endothelial,FULL_IGE
placenta,0.015384615384615385,3,Erythroblasts,FULL_IGE
placenta,0.5771812080536912,3,FIB1,FULL_IGE
placenta,0.9049773755656109,3,FIB2,FULL_IGE
placenta,0.6243093922651933,3,Hofbauer cells,FULL_IGE
placenta,0.8343949044585988,3,STB,FULL_IGE
placenta,0.16556291390728478,3,STB-progenitor,FULL_IGE
placenta,0.7187500000000001,3,vCTB,FULL_IGE
placenta,0.732919254658385,4,EVT,FULL_IGE
placenta,0.0,4,EVT-progenitor,FULL_IGE
placenta,0.723404255319149,4,Endothelial,FULL_IGE
placenta,0.015503875968992248,4,Erythroblasts,FULL_IGE
placenta,0.5733333333333333,4,FIB1,FULL_IGE
placenta,0.5508100147275405,4,FIB2,FULL_IGE
placenta,0.6027397260273972,4,Hofbauer cells,FULL_IGE
placenta,0.8357256778309411,4,STB,FULL_IGE
placenta,0.0,4,STB-progenitor,FULL_IGE
placenta,0.8837209302325582,4,vCTB,FULL_IGE
placenta,0.7910447761194029,0,EVT,DROP_RNA_RECON
placenta,0.034722222222222224,0,EVT-progenitor,DROP_RNA_RECON
placenta,0.6417910447761194,0,Endothelial,DROP_RNA_RECON
placenta,0.0990990990990991,0,Erythroblasts,DROP_RNA_RECON
placenta,0.5578231292517006,0,FIB1,DROP_RNA_RECON
placenta,0.5640074211502784,0,FIB2,DROP_RNA_RECON
