bh_fdr_q_value,channel,dataset,domain,domain_mean,domain_median,domain_n,epsilon_squared,kruskal_h,n_domains,n_observations,p_value,seed
9.042171131627673e-30,rna_spatial_attention,a1,pericapsular adipose tissue,0.4846099998336285,0.4848315417766571,320,0.043700951549034084,160.8171056813444,10,3484,5.023428406459818e-30,2
9.042171131627673e-30,rna_spatial_attention,a1,subcapsular sinus,0.49339873162475795,0.5034808367490768,74,0.043700951549034084,160.8171056813444,10,3484,5.023428406459818e-30,2
9.042171131627673e-30,rna_spatial_attention,a1,trabeculae,0.6258681751787663,0.6249494552612305,8,0.043700951549034084,160.8171056813444,10,3484,5.023428406459818e-30,2
9.042171131627673e-30,rna_feature_attention,a1,capsule,0.5097961643455076,0.5024579763412476,204,0.043700951549034084,160.8171056813444,10,3484,5.023428406459818e-30,2
9.042171131627673e-30,rna_feature_attention,a1,cortex,0.4698262323500467,0.47580990195274353,753,0.043700951549034084,160.8171056813444,10,3484,5.023428406459818e-30,2
9.042171131627673e-30,rna_feature_attention,a1,follicle,0.49694640760620434,0.4809499979019165,60,0.043700951549034084,160.8171056813444,10,3484,5.023428406459818e-30,2
9.042171131627673e-30,rna_feature_attention,a1,hilum,0.565643705751585,0.5823808908462524,23,0.043700951549034084,160.8171056813444,10,3484,5.023428406459818e-30,2
9.042171131627673e-30,rna_feature_attention,a1,medulla cords,0.47754931469331885,0.4739629775285721,1188,0.043700951549034084,160.8171056813444,10,3484,5.023428406459818e-30,2
9.042171131627673e-30,rna_feature_attention,a1,medulla sinuses,0.5431610344531694,0.5415371656417847,797,0.043700951549034084,160.8171056813444,10,3484,5.023428406459818e-30,2
9.042171131627673e-30,rna_feature_attention,a1,medulla vessels,0.5095091628139479,0.5229822993278503,57,0.043700951549034084,160.8171056813444,10,3484,5.023428406459818e-30,2
9.042171131627673e-30,rna_feature_attention,a1,pericapsular adipose tissue,0.5153900049626827,0.5151684284210205,320,0.043700951549034084,160.8171056813444,10,3484,5.023428406459818e-30,2
9.042171131627673e-30,rna_feature_attention,a1,subcapsular sinus,0.5066012665629387,0.49651913344860077,74,0.043700951549034084,160.8171056813444,10,3484,5.023428406459818e-30,2
9.042171131627673e-30,rna_feature_attention,a1,trabeculae,0.3741318229585886,0.37505052983760834,8,0.043700951549034084,160.8171056813444,10,3484,5.023428406459818e-30,2
1.1358520433396173e-74,modality2_spatial_attention,a1,capsule,0.5004550927848208,0.49016524851322174,204,0.10516705925785953,374.350363861804,10,3484,4.038585042985306e-75,2
1.1358520433396173e-74,modality2_spatial_attention,a1,cortex,0.4753046514463931,0.47450482845306396,753,0.10516705925785953,374.350363861804,10,3484,4.038585042985306e-75,2
1.1358520433396173e-74,modality2_spatial_attention,a1,follicle,0.515347088376681,0.5117182731628418,60,0.10516705925785953,374.350363861804,10,3484,4.038585042985306e-75,2
1.1358520433396173e-74,modality2_spatial_attention,a1,hilum,0.484104766793873,0.4732067883014679,23,0.10516705925785953,374.350363861804,10,3484,4.038585042985306e-75,2
1.1358520433396173e-74,modality2_spatial_attention,a1,medulla cords,0.46669329739229043,0.45225362479686737,1188,0.10516705925785953,374.350363861804,10,3484,4.038585042985306e-75,2
1.1358520433396173e-74,modality2_spatial_attention,a1,medulla sinuses,0.5585514025451846,0.5504337549209595,797,0.10516705925785953,374.350363861804,10,3484,4.038585042985306e-75,2
