lane,representation_source,candidate_id,candidate_partition_sha256,ari,nmi,ami,fmi,homogeneity,v_measure,n_total,n_eval,observed_k_full,min_cluster_size_full,cluster_sizes_full,min_cluster_size_eval,cluster_sizes_eval,neighbor_agreement,moran_indicator_macro,geary_indicator_macro,label_access,evidence_board
PLACENTA_K10,RETAINED_CARRIER,GEOM_KMEANS_RAW,5c355a8be0c5307d59d9c2becb94bc86a57315bb3308f3b982f613f1fe5de199,0.42194852088155427,0.5483126140302924,0.5424998184118985,0.5170693246893531,0.5921744638287563,0.5483126140302924,1662,1662,10,47,47|72|95|125|161|186|193|210|270|303,47,47|72|95|125|161|186|193|210|270|303,0.2424169475204622,0.1808945155454694,0.82528881089258,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,RETAINED_CARRIER,GEOM_GMM_FULL,22d57d40572e73cec8eb7dfa9693ccdd92af835486e763dcd6a8e819c62ae5cb,0.42489542742280273,0.574462218151529,0.5690758644532473,0.5203139925216125,0.6292988499101486,0.574462218151529,1662,1662,10,62,62|103|112|152|168|189|194|221|228|233,62,62|103|112|152|168|189|194|221|228|233,0.23350987000481463,0.19256396069632614,0.8161298211069085,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,RETAINED_CARRIER,GEOM_FEATURE_NCUT_K12,0d5719f53b8c7bf51ebd057242da42d3b036610a2a6e20e28a9164a16981bad5,0.39387011433611113,0.5569207767860261,0.5512167517083432,0.49264119933897116,0.602102141383665,0.5569207767860261,1662,1662,10,71,71|72|102|112|127|176|181|243|262|316,71,71|72|102|112|127|176|181|243|262|316,0.2462686567164179,0.17326887045946465,0.8338761640726773,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,RETAINED_CARRIER,GEOM_FEATURE_NCUT_K24,855bbf17a6e5e0533c67f2b75f43f239924ffc78ed14f38d348da5d51f7ca0cd,0.4634017685769465,0.5836917415201206,0.5783295418532798,0.5531578011848202,0.6307767613328216,0.5836917415201205,1662,1662,10,67,67|74|97|108|136|145|231|254|271|279,67,67|74|97|108|136|145|231|254|271|279,0.24530572941742898,0.1925159937320044,0.8199771142812861,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,RETAINED_CARRIER,GEOM_JOINT_NCUT_S025,8d6a536d09ce1b6bdccbbc62e7534ef56171dfb89f87741966faf7e267437d00,0.3279169596239677,0.490461046158803,0.4840325535856695,0.4339594941943436,0.5389649094736381,0.490461046158803,1662,1662,10,98,98|101|126|139|141|176|178|214|242|247,98,98|101|126|139|141|176|178|214|242|247,0.30982185844968707,0.22296763667178948,0.7776270652479351,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,RETAINED_CARRIER,GEOM_JOINT_NCUT_S100,561cbd8c5a6fb34f40c78e6472bbc65e58425d92225a871aa735d6289d99b61e,0.138088622521424,0.2652077971510519,0.2559787989154394,0.26340099607477124,0.29242331350321915,0.2652077971510519,1662,1662,10,87,87|127|141|151|152|163|189|196|213|243,87,87|127|141|151|152|163|189|196|213|243,0.6064034665382764,0.5692116487579794,0.43294244834865736,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,RETAINED_CARRIER,GEOM_DENSITY_CORRECTED_NCUT,51f61e84d9fe3733be5ae79d502c77fef951c2426a280a5b23eba980c80f7160,0.3131861275956305,0.5223250100631739,0.5162791474690044,0.4210733698556685,0.5725104801428721,0.5223250100631739,1662,1662,10,97,97|104|125|128|164|172|173|177|209|313,97,97|104|125|128|164|172|173|177|209|313,0.2392874337987482,0.13352217746429793,0.865720412899833,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,RETAINED_CARRIER,GEOM_DIFFUSION_T2,52d889af040ae8833942aaa53599de6f2404243709fcae1220a73460bf078e1c,0.2402095411139103,0.4638428205628644,0.45631199271382866,0.3922675854085603,0.4633242733147278,0.46384282056286447,1662,1662,10,41,41|42|44|55|118|140|150|162|238|672,41,41|42|44|55|118|140|150|162|238|672,0.47977852672123256,0.4275950047581845,0.5866628689750245,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,RETAINED_CARRIER,GEOM_SPATIAL_NCUT,375284728d700ee53a772205495d02b347c6d2dece6e1d444aba6e6206e1abb3,0.01982818650318346,0.05192873572019653,0.03989769389233339,0.16133457363484355,0.056797301409003464,0.05192873572019653,1662,1662,10,78,78|97|122|128|140|180|184|227|229|277,78,78|97|122|128|140|180|184|227|229|277,0.9829080404429466,0.9822803489234244,0.01861996662809152,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,RETAINED_CARRIER,GEOM_LEIDEN_FEATURE,7d4b403e0b18d5bfee69cd56a29878a62436e680a0363eaf133c9c9020fd30f2,0.5351464387496713,0.5920843173869431,0.586518004130109,0.6174613565940611,0.6092818192888247,0.5920843173869431,1662,1662,10,49,49|57|62|63|95|104|130|289|353|460,49,49|57|62|63|95|104|130|289|353|460,0.30765527202696197,0.20590821666621428,0.8020675404693982,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
PLACENTA_K10,RETAINED_CARRIER,GEOM_LEIDEN_JOINT,18ce1eafac7334a6a37eee8121fe3eb9c3000bc80b37e8f17714d2a122267de1,0.40057675672503484,0.47360698767149517,0.4667855053213288,0.4987800542868315,0.5093041227509141,0.4736069876714951,1662,1662,10,63,63|81|97|105|110|169|181|223|299|334,63,63|81|97|105|110|169|181|223|299|334,0.4229658160808859,0.40953199084815833,0.6069867784318416,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_KMEANS_RAW,aff33f6b9905a5d29bf197318bffd2d457cc04a59315a0bd355e2e8c04aedfae,0.10342396895655544,0.20558424007021625,0.20475876786174763,0.5068279322750439,0.195745777635319,0.20558424007021625,4326,4326,4,160,160|402|963|2801,160,160|402|963|2801,0.8423236514522822,0.7024310282816679,0.2955773677155641,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_GMM_FULL,c97bc7143159604d9e6dce154eaefb826a5804355a5384bb993b22f936e99506,0.138754895999106,0.21527447922531873,0.21457930709765274,0.44084665414945773,0.23942162973600042,0.21527447922531878,4326,4326,4,382,382|1245|1251|1448,382,382|1245|1251|1448,0.7712235056633396,0.6389639105668995,0.3601460949281224,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_FEATURE_NCUT_K12,727ef4f2442bbc5646b19b6d9b403529c04278c3adcfccdf7482a759ebfbce23,0.14534246636655598,0.22846633489408438,0.22779518176737154,0.43864384267276746,0.2586114880676915,0.2284663348940844,4326,4326,4,613,613|1079|1110|1524,613,613|1079|1110|1524,0.7716720870247841,0.6874890201621832,0.3095316302847271,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_FEATURE_NCUT_K24,d40b4b9a2725c1bef8d8d2f6d37dee5c91debe684bf063c4a814abfcbb0a19dc,0.1424716063599664,0.22415520527456956,0.22348055158947858,0.436673571337239,0.2538211257712336,0.22415520527456956,4326,4326,4,631,631|1074|1078|1543,631,631|1074|1078|1543,0.7754850285970618,0.6934973464192168,0.303602108173046,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_JOINT_NCUT_S025,14ae2855636db7f0e2a02c928fa8eee3cafa9b06de84e610ee37ad2a8dc7b5da,0.1356393571201029,0.21509008939498783,0.21440863783876044,0.4305602695162677,0.2439446321119884,0.21509008939498786,4326,4326,4,609,609|1076|1213|1428,609,609|1076|1213|1428,0.7875967253560615,0.7138678975232253,0.283514018373316,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_JOINT_NCUT_S100,bdda73e0e42636283e7e271b0e3f685d5df51740ad539fea19a523b1ad1914b8,0.09310308902462915,0.17350622909569768,0.1727880324185586,0.40220420466436674,0.19660539337678332,0.17350622909569766,4326,4326,4,626,626|1034|1164|1502,626,626|1034|1164|1502,0.8770887069642256,0.8254021609413418,0.17229083065633222,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_DENSITY_CORRECTED_NCUT,5a4aaa46fd8782013ad7e0a267034553251d313ac958641ce5cf219d45836687,0.14404909395260737,0.22822224846413366,0.22755013635953703,0.43813976435629337,0.25805623793145965,0.22822224846413364,4326,4326,4,589,589|1080|1146|1511,589,589|1080|1146|1511,0.7732421217898396,0.6891489423254757,0.3078980997944313,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_DIFFUSION_T2,8ca084e686eafd00d2427fa6f2986306c5011796bb239525eb62be5d0e1cd10a,0.11662672624325088,0.22978947390911653,0.22906409648829273,0.4575390684625772,0.24072982291823955,0.22978947390911653,4326,4326,4,264,264|540|1669|1853,264,264|540|1669|1853,0.8528653134462263,0.7695488676098202,0.23344374644504334,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_SPATIAL_NCUT,e5d3bc74bafbaae704187417b131f4cdb5ceca4660bcc8f77c5134e78af56f6d,0.012607045469432913,0.02218843041645058,0.021327435823380217,0.35854457564631725,0.02481509273594071,0.02218843041645058,4326,4326,4,646,646|864|1018|1798,646,646|864|1018|1798,0.9904676460693058,0.988497370633846,0.01294393596760204,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_LEIDEN_FEATURE,b26865b1aeed0fbca1ee2941216e9624763354256ca846fbe4860d9350a46edf,0.17679462357131626,0.2719179148518343,0.27125833799129634,0.4786179248523635,0.29584164883943037,0.2719179148518343,4326,4326,4,342,342|858|1297|1829,342,342|858|1297|1829,0.8129415722776718,0.7072337009022244,0.29410564687128915,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,NIGHT21B_SPARSE_PORT_STABLE700,GEOM_LEIDEN_JOINT,e33abfeca06b0f63f2746c3b3ff9a6f6fa14b62d7b29ddd4aad7eca5cefa5110,0.11642193054852934,0.22352393673734755,0.22280266720338465,0.4523870339957659,0.23726818659057028,0.22352393673734758,4326,4326,4,339,339|541|1589|1857,339,339|541|1589|1857,0.8801166311539755,0.8030818173828589,0.19853200242134325,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,RETAINED_CARRIER,GEOM_KMEANS_RAW,67ed9ef1d60c17472634149135d3ee6147d117318364903dcc8b3bc6b4c1e4e4,0.13774369148711335,0.21370642331649065,0.21299993106025877,0.44589576825393473,0.23446323197950572,0.21370642331649067,4326,4326,4,298,298|1103|1453|1472,298,298|1103|1453|1472,0.7697656162386453,0.6744012294425701,0.3272112162109295,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,RETAINED_CARRIER,GEOM_GMM_FULL,8aca8114ea16ac9315a3b5b82055aebc452e382a4c22971062e06b97fad802bc,0.1360759783441965,0.21916566629580958,0.21849216325783213,0.42728351558912236,0.25016765053680456,0.21916566629580958,4326,4326,4,674,674|1196|1212|1244,674,674|1196|1212|1244,0.7687563081753953,0.6790440330149694,0.32043903592572925,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,RETAINED_CARRIER,GEOM_FEATURE_NCUT_K12,dd6014269090cf5fdb5edc8bafbbc1200f46732bd25a60d02cf395dd5aea0a28,0.1943900653060564,0.2595074094203575,0.25886804049409023,0.4683721195185419,0.29591413005092604,0.2595074094203575,4326,4326,4,662,662|1143|1248|1273,662,662|1143|1248|1273,0.7720085230458674,0.6939454205009747,0.30420803164981314,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,RETAINED_CARRIER,GEOM_FEATURE_NCUT_K24,a355e13654e999de1db1edc8def2091cc112878407894b51acea22dfd66a6047,0.19314335941552432,0.2545209192485351,0.25387838083700776,0.4667680511395304,0.29073102114720445,0.2545209192485351,4326,4326,4,696,696|1116|1248|1266,696,696|1116|1248|1266,0.7690927441964787,0.6903306585422323,0.30793806630515413,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,RETAINED_CARRIER,GEOM_JOINT_NCUT_S025,10c79b527429fd3a76d8b3da84f4334d716c8f473c05bf066f6fd62169fb2ddf,0.16639273849998834,0.23604174603154324,0.23538828757953714,0.444440161038592,0.2716537859264062,0.23604174603154318,4326,4326,4,960,960|961|1182|1223,960,960|961|1182|1223,0.8011663115397555,0.732406074183323,0.26688252263814155,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,RETAINED_CARRIER,GEOM_JOINT_NCUT_S100,9a221ee1fc84e5fc5252464c2e631fec4d83eca889ccfcba5a63e24845a01df2,0.10578377224696185,0.18840005407923366,0.18770524716659334,0.40224393264707436,0.21663982810727034,0.18840005407923363,4326,4326,4,926,926|1015|1075|1310,926,926|1015|1075|1310,0.8580239991028373,0.8087131490547376,0.19013721836383918,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,RETAINED_CARRIER,GEOM_DENSITY_CORRECTED_NCUT,bbfa7dfc0634b44c99a24280feba719ea7489ec80e58b5290820809b2b97a78a,0.19059132011211244,0.2600848575536545,0.25944734515318163,0.46478674344486515,0.2971927186448054,0.26008485755365446,4326,4326,4,696,696|1159|1218|1253,696,696|1159|1218|1253,0.7701020522597286,0.6918192960488458,0.3064368944743958,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,RETAINED_CARRIER,GEOM_DIFFUSION_T2,65bb438d9af05a853834476073031f947c87f860f9f6f7090ad9e6742577f6e6,0.18140809000384342,0.2813458565203386,0.2807196992482213,0.463108815925931,0.31798832168046004,0.28134585652033867,4326,4326,4,534,534|1211|1263|1318,534,534|1211|1263|1318,0.8252775597173937,0.7611403138291807,0.23666685514365712,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,RETAINED_CARRIER,GEOM_SPATIAL_NCUT,e5d3bc74bafbaae704187417b131f4cdb5ceca4660bcc8f77c5134e78af56f6d,0.012607045469432913,0.02218843041645058,0.021327435823380217,0.35854457564631725,0.02481509273594071,0.02218843041645058,4326,4326,4,646,646|864|1018|1798,646,646|864|1018|1798,0.9904676460693058,0.988497370633846,0.01294393596760204,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,RETAINED_CARRIER,GEOM_LEIDEN_FEATURE,d179ce9f7c36ceb489a2c7be5b752a56b515918b58ddf5b892056853912c18ab,0.166879380950464,0.26879687643765526,0.2681329407070941,0.4730890634668856,0.2918057244569075,0.2687968764376553,4326,4326,4,321,321|909|1235|1861,321,321|909|1235|1861,0.7984748233710889,0.6871941576545316,0.31451348777089483,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,RETAINED_CARRIER,GEOM_LEIDEN_JOINT,3fda5b3de273d9804859b6cff7115e4c7ba96eab5d96287f7c769b8800d26736,0.1318857145004395,0.23314703390010488,0.2324773718865299,0.43104799178031344,0.2629178749232206,0.2331470339001049,4326,4326,4,552,552|1073|1187|1514,552,552|1073|1187|1514,0.8506224066390041,0.7906050533166922,0.20966710277247472,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,S1_NOTEBOOK_EXACT_300__OFFICIAL_AE_ONLY,GEOM_KMEANS_RAW,0c73db241b145a7c482938ff9c11f601a3ae209d8f8f8ef871ad213ce347fbd2,0.0283044532222213,0.13227878127074427,0.1314438274284957,0.41108834637424285,0.13610964984619817,0.13227878127074427,4326,4326,4,124,124|923|1078|2201,124,124|923|1078|2201,0.7526073791633957,0.621445880725309,0.3752951772642968,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,S1_NOTEBOOK_EXACT_300__OFFICIAL_AE_ONLY,GEOM_GMM_FULL,b5feb36d366afd56fa0e779eb81028e980eb543213b902c7086d554033834db1,0.11620862511606649,0.1792497064613731,0.17852122660656253,0.4283218587669286,0.19895748025906596,0.1792497064613731,4326,4326,4,414,414|1066|1201|1645,414,414|1066|1201|1645,0.7316362005158685,0.5919863922221136,0.4072943869520479,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,S1_NOTEBOOK_EXACT_300__OFFICIAL_AE_ONLY,GEOM_FEATURE_NCUT_K12,4ac0834d65f450ee4fcb6756f33a96c6ef709a86d98b88aec2a4aabd85d06c0b,0.07745755027195729,0.15771472804667636,0.15699270997949547,0.3830881987687197,0.18112199693643619,0.15771472804667636,4326,4326,4,916,916|922|1209|1279,916,916|922|1209|1279,0.7067399349557026,0.6040091911134529,0.39496433556480076,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,S1_NOTEBOOK_EXACT_300__OFFICIAL_AE_ONLY,GEOM_FEATURE_NCUT_K24,6f8ae974ad80eff633c267f9ca0d088bf95167136cda5ad88fe4f7cafbb0eae9,0.08096319516759021,0.15944203757838987,0.15872133564041993,0.38574536037984164,0.18306417362995384,0.15944203757838987,4326,4326,4,912,912|933|1159|1322,912,912|933|1159|1322,0.708197824380397,0.6045008875953493,0.3944359133907336,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,S1_NOTEBOOK_EXACT_300__OFFICIAL_AE_ONLY,GEOM_JOINT_NCUT_S025,8ec00fbae47344ffc97eed781e1f18999274fc7289db2723a34aa9dd85b38551,0.08844027812613009,0.17137504952763108,0.1706647774128149,0.39093255289242096,0.1968185721671459,0.17137504952763108,4326,4326,4,942,942|990|1027|1367,942,942|990|1027|1367,0.7604575529886733,0.6762192959417149,0.32245284505874455,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,S1_NOTEBOOK_EXACT_300__OFFICIAL_AE_ONLY,GEOM_JOINT_NCUT_S100,7729cf13647b3dbe497d92da2e242e951a3c29ecd3b5ccc52e390b9aedb66999,0.09686448352521781,0.2007638042835578,0.20008009925509992,0.3953625357934527,0.2310301233268866,0.2007638042835578,4326,4326,4,888,888|1065|1176|1197,888,888|1065|1176|1197,0.831669844117977,0.7751184683118362,0.22481900027928467,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,S1_NOTEBOOK_EXACT_300__OFFICIAL_AE_ONLY,GEOM_DENSITY_CORRECTED_NCUT,2715c2286177c2d81a3cc68df16fbe83bdc83bb5ff579e12c593631d423aa52f,0.07813844831834124,0.15716973001977677,0.15644773463668224,0.383104129594364,0.18061702219280143,0.1571697300197768,4326,4326,4,905,905|957|1216|1248,905,905|957|1216|1248,0.7044970281484805,0.6025687266715025,0.39646378999606285,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,S1_NOTEBOOK_EXACT_300__OFFICIAL_AE_ONLY,GEOM_DIFFUSION_T2,687c468f8389ae23f6a094330cc88d1bdb54c12e8684ced8691abbc0796c325e,0.12621551329071173,0.24379776460472574,0.24309748583048169,0.45742830502224474,0.2596683652230038,0.24379776460472571,4326,4326,4,259,259|908|1102|2057,259,259|908|1102|2057,0.8076707412806998,0.7104972157767883,0.2898951477107263,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,S1_NOTEBOOK_EXACT_300__OFFICIAL_AE_ONLY,GEOM_SPATIAL_NCUT,e5d3bc74bafbaae704187417b131f4cdb5ceca4660bcc8f77c5134e78af56f6d,0.012607045469432913,0.02218843041645058,0.021327435823380217,0.35854457564631725,0.02481509273594071,0.02218843041645058,4326,4326,4,646,646|864|1018|1798,646,646|864|1018|1798,0.9904676460693058,0.988497370633846,0.01294393596760204,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,S1_NOTEBOOK_EXACT_300__OFFICIAL_AE_ONLY,GEOM_LEIDEN_FEATURE,defbb2d93f54ba7a56787601f4a5ceabc98334dd93b8435e4da4c28ec837e261,0.12505102983724703,0.22648767086305086,0.225778186630239,0.45034726872980796,0.24350856196489515,0.22648767086305083,4326,4326,4,271,271|903|1238|1914,271,271|903|1238|1914,0.7661769653470898,0.6565410267288034,0.343587378289399,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
TONSIL_S1_K4,S1_NOTEBOOK_EXACT_300__OFFICIAL_AE_ONLY,GEOM_LEIDEN_JOINT,601ddc64406f9b237adf57bfe4383b91f5a800c32b12896e5cc2e6abd2307fe2,0.054858119228223784,0.15582669025084633,0.1550871718905029,0.37986209941597376,0.1751856276827835,0.1558266902508463,4326,4326,4,506,506|1062|1294|1464,506,506|1062|1294|1464,0.8659863182684759,0.8188765000516824,0.18305183657000274,independent_evaluator_after_bank_lock,STAGE_A_LABEL_ASSISTED_GEOMETRY_CEILING
