dataset,geary_c,mean_one_vs_rest_geary_c,predicted_cluster,seed,variant
a1,0.5990635932047416,0.6237243234735617,2,4,DROP_CORR1
a1,0.43220373054495537,0.6237243234735617,3,4,DROP_CORR1
a1,0.42890750308357956,0.6237243234735617,4,4,DROP_CORR1
a1,0.618097746041465,0.6237243234735617,5,4,DROP_CORR1
a1,0.8155970590389205,0.6237243234735617,6,4,DROP_CORR1
a1,0.6271468451520442,0.6237243234735617,7,4,DROP_CORR1
a1,0.8300029839929007,0.6237243234735617,8,4,DROP_CORR1
a1,0.6592230104422384,0.6237243234735617,9,4,DROP_CORR1
a1,0.3524087007101689,0.6237243234735617,10,4,DROP_CORR1
a1,0.49120546016743283,0.5113147233719365,1,0,DROP_CORR2
a1,0.624105945050726,0.5113147233719365,2,0,DROP_CORR2
a1,0.4345631378634505,0.5113147233719365,3,0,DROP_CORR2
a1,0.4869742761730976,0.5113147233719365,4,0,DROP_CORR2
a1,0.6204637847351072,0.5113147233719365,5,0,DROP_CORR2
a1,0.4276313638996999,0.5113147233719365,6,0,DROP_CORR2
a1,0.5203438341116573,0.5113147233719365,7,0,DROP_CORR2
a1,0.6628689290906656,0.5113147233719365,8,0,DROP_CORR2
a1,0.5543268871712708,0.5113147233719365,9,0,DROP_CORR2
a1,0.29066361545625735,0.5113147233719365,10,0,DROP_CORR2
a1,0.6797994491069977,0.5399964211511546,1,1,DROP_CORR2
a1,0.48527545714606135,0.5399964211511546,2,1,DROP_CORR2
a1,0.49627565972379045,0.5399964211511546,3,1,DROP_CORR2
a1,0.6183440628277113,0.5399964211511546,4,1,DROP_CORR2
a1,0.4479919755792482,0.5399964211511546,5,1,DROP_CORR2
a1,0.725883369817673,0.5399964211511546,6,1,DROP_CORR2
a1,0.5911463213437428,0.5399964211511546,7,1,DROP_CORR2
a1,0.5183878957156391,0.5399964211511546,8,1,DROP_CORR2
a1,0.5388651646931114,0.5399964211511546,9,1,DROP_CORR2
a1,0.29799485555757116,0.5399964211511546,10,1,DROP_CORR2
a1,0.56124010094532,0.5251316511105908,1,2,DROP_CORR2
a1,0.392947497479686,0.5251316511105908,2,2,DROP_CORR2
a1,0.7403059814496796,0.5251316511105908,3,2,DROP_CORR2
a1,0.6156889534016521,0.5251316511105908,4,2,DROP_CORR2
a1,0.616646111369816,0.5251316511105908,5,2,DROP_CORR2
a1,0.44349564623060206,0.5251316511105908,6,2,DROP_CORR2
a1,0.6170511297632081,0.5251316511105908,7,2,DROP_CORR2
