bh_fdr_q_value,channel,dataset,label_values_read,n_observations,p_value,qc_variable,seed,spearman_rho
0.03422899304102712,rna_spatial_attention,a1,False,3484,0.026622550143021093,rna_feature_l2_norm,4,0.037560448984825884
1.0074834736748712e-05,rna_spatial_attention,a1,False,3484,5.533163204627071e-06,modality2_row_sum,4,0.07688869009429135
0.00034934870969527193,rna_spatial_attention,a1,False,3484,0.0002140453999085317,modality2_l2_norm,4,0.06267678094692965
0.7159903956449899,rna_spatial_attention,a1,False,3484,0.6818956148999904,spatial_graph_degree,4,0.00694649809542599
0.0029603247551018676,rna_spatial_attention,a1,False,3484,0.002044033759475099,feature_graph_degree,4,0.052227672048224955
0.42184044764192175,rna_spatial_attention,a1,False,3484,0.38099557890198965,local_modality_neighborhood_consistency,4,-0.014846647261563772
2.415925321668337e-13,rna_feature_attention,a1,False,3484,8.053084405561125e-14,rna_log_library_size,4,-0.12608625561750234
0.03422899304102712,rna_feature_attention,a1,False,3484,0.026622550143021093,rna_feature_l2_norm,4,-0.037560448984825884
1.0074834736748712e-05,rna_feature_attention,a1,False,3484,5.533163204627071e-06,modality2_row_sum,4,-0.07688869009429135
0.00034934870969527193,rna_feature_attention,a1,False,3484,0.0002140453999085317,modality2_l2_norm,4,-0.06267678094692965
0.7159903956449899,rna_feature_attention,a1,False,3484,0.6818956148999904,spatial_graph_degree,4,-0.00694649809542599
0.0029603247551018676,rna_feature_attention,a1,False,3484,0.002044033759475099,feature_graph_degree,4,-0.052227672048224955
0.42184044764192175,rna_feature_attention,a1,False,3484,0.38099557890198965,local_modality_neighborhood_consistency,4,0.014846647261563772
7.110674375048222e-06,modality2_spatial_attention,a1,False,3484,3.837289324313398e-06,rna_log_library_size,4,-0.0781797031398907
0.16444544694589147,modality2_spatial_attention,a1,False,3484,0.14042534335431134,rna_feature_l2_norm,4,-0.024980899067051535
8.186803823892525e-30,modality2_spatial_attention,a1,False,3484,1.2471058763031841e-30,modality2_row_sum,4,0.1931447064635649
7.30626423576199e-77,modality2_spatial_attention,a1,False,3484,5.331999019414312e-78,modality2_l2_norm,4,0.3090698328775505
1.8125505156929345e-06,modality2_spatial_attention,a1,False,3484,9.320549970996848e-07,spatial_graph_degree,4,-0.08299407542407958
0.05687689842136587,modality2_spatial_attention,a1,False,3484,0.04505011478136757,feature_graph_degree,4,0.033957023508851145
2.8789114753893674e-15,modality2_spatial_attention,a1,False,3484,8.954685764223227e-16,local_modality_neighborhood_consistency,4,0.13563798623791606
7.110674375048222e-06,modality2_feature_attention,a1,False,3484,3.83750680558158e-06,rna_log_library_size,4,0.07817950476847087
0.16444544694589147,modality2_feature_attention,a1,False,3484,0.14043119120141206,rna_feature_l2_norm,4,0.0249805310340031
8.186803823892525e-30,modality2_feature_attention,a1,False,3484,1.2475129636407658e-30,modality2_row_sum,4,-0.1931442426624719
7.30626423576199e-77,modality2_feature_attention,a1,False,3484,5.33473261658812e-78,modality2_l2_norm,4,-0.3090694032691964
1.8125505156929345e-06,modality2_feature_attention,a1,False,3484,9.321688366420807e-07,spatial_graph_degree,4,0.08299367127886123
0.05687689842136587,modality2_feature_attention,a1,False,3484,0.04504994341731777,feature_graph_degree,4,-0.03395705060766081
2.8789114753893674e-15,modality2_feature_attention,a1,False,3484,8.956613478989143e-16,local_modality_neighborhood_consistency,4,-0.13563754542115375
