stage,dataset,graph_id,seed,head_id,ari,nmi,q,neighbor_agreement,moran_i,geary_c,boundary_disagreement,training_runtime_seconds,head_runtime_seconds,effective_runtime_seconds,peak_gpu_allocated_mib,process_peak_rss_mib,checkpoint_file_sha256,cluster_file_sha256
R1,a1,G00_SP18_F20_CORR_UNION,0,H11_MCLUST_POSTERIOR_MRF10,0.2757785900753968,0.3951391991360248,0.3354588946057109,0.5709043629008957,0.4856462137597072,0.5187843299883373,0.4290956370991042,22.988198567181826,7.690334735438228,30.678533302620053,768.0126953125,1134.05859375,50d56b443fb88e215b8f65ee9d0b57cdf458eae4a3cc5a09a84d111f630461af,a749bba82bc4e524ecc6e1fb719740fbeb5b3bc629e17094413e2caa41caed97
R1,a1,G00_SP18_F20_CORR_UNION,1,H00_FUSED_PCA20_MCLUST_EEE,0.2624608191534193,0.3855494280524003,0.3240051236029098,0.5491765385726669,0.4580431283635056,0.5443769405393313,0.4508234614273331,23.48107868805528,6.936917062848806,30.417995750904083,768.7939453125,1168.12890625,85a38c96651f68ccd63dff24198059aaccee1247e5030cafeb1264c48cbb2035,181db3a378580c78650e02b4abaf4601843aa49b0061aa0438f7d031a9328568
R1,a1,G00_SP18_F20_CORR_UNION,1,H01_FUSED_DIRECT_MCLUST_EEE,0.2471099176586861,0.3788191550792651,0.3129645363689756,0.5749494365790234,0.4975282855170793,0.5082515051474299,0.4250505634209766,23.48107868805528,23.01266722753644,46.49374591559172,768.7939453125,1168.12890625,85a38c96651f68ccd63dff24198059aaccee1247e5030cafeb1264c48cbb2035,ecbdafbfc43e620ce5fe20d74d0dab06d416f2c829f96efc32ef263b4a034f06
R1,a1,G00_SP18_F20_CORR_UNION,1,H02_FUSED_PCA20_MCLUST_BIC,0.2133481319351551,0.38202883922177,0.2976884855784626,0.5767119329673505,0.5344643761902225,0.4746652922468916,0.4232880670326495,23.48107868805528,19.244930120185018,42.72600880824029,768.7939453125,1168.12890625,85a38c96651f68ccd63dff24198059aaccee1247e5030cafeb1264c48cbb2035,82f1ca1d17eef114f4da1616031fcfca03a857b6e9d45a43fa18a9386725df23
R1,a1,G00_SP18_F20_CORR_UNION,1,H03_CONCAT_PRIVATE_PCA20_MCLUST_EEE,0.1891925433198797,0.3377363517936706,0.2634644475567751,0.6197341808725801,0.5967532561124764,0.4086469994362617,0.3802658191274198,23.48107868805528,7.151756070554256,30.632834758609533,768.7939453125,1168.12890625,85a38c96651f68ccd63dff24198059aaccee1247e5030cafeb1264c48cbb2035,265a8dd2efbb9aaeebad758b2fef2423632543c21ece1db7f2f627e17b659c1c
R1,a1,G00_SP18_F20_CORR_UNION,1,H04_RELIABILITY_CONCAT3_PCA20_MCLUST_EEE,0.2021374059315891,0.3505450929462061,0.2763412494388976,0.5886737937012424,0.5413503212462604,0.4646305972727949,0.4113262062987576,23.48107868805528,7.527157546952367,31.008236235007644,768.7939453125,1168.12890625,85a38c96651f68ccd63dff24198059aaccee1247e5030cafeb1264c48cbb2035,1a129bbac583c7fe6ba099bd5d475dfc47926fff5b4dda703de48db2e885123b
R1,a1,G00_SP18_F20_CORR_UNION,1,H05_EQUAL3_AFFINITY_SPECTRAL,0.2570953134263606,0.3928365544880172,0.3249659339571889,0.6507078878936724,0.5885814810177145,0.4244167743743595,0.3492921121063276,23.48107868805528,4.005141073837876,27.486219761893157,768.7939453125,1168.12890625,85a38c96651f68ccd63dff24198059aaccee1247e5030cafeb1264c48cbb2035,c2c31a91a4f9cd962ac3c1daaaf29f56a80e8c999526149bfd00be17b51cd3e1
R1,a1,G00_SP18_F20_CORR_UNION,1,H06_AGREEMENT3_AFFINITY_SPECTRAL,0.265297304913892,0.3953327588673841,0.330315031890638,0.6839352788211499,0.5744712171634416,0.4363146466112542,0.3160647211788501,23.48107868805528,2.186601161956787,25.667679850012064,768.7939453125,1168.12890625,85a38c96651f68ccd63dff24198059aaccee1247e5030cafeb1264c48cbb2035,c5a20969f987826de6824b90efaeab72efcfba80768cb6d08c2f5d1b7ae9b896
R1,a1,G00_SP18_F20_CORR_UNION,1,H07_EQUAL3_AFFINITY_SPATIAL05,0.2559446849110088,0.3917816486419003,0.3238631667764545,0.6540884137532506,0.5931493337958261,0.4199352726290509,0.3459115862467494,23.48107868805528,6.3355081509798765,29.816586839035157,768.7939453125,1168.12890625,85a38c96651f68ccd63dff24198059aaccee1247e5030cafeb1264c48cbb2035,77a40a4182e8c0bbf9babd7fdebde8e2a2fdc38325671129035bc60b193847b8
R1,a1,G00_SP18_F20_CORR_UNION,1,H08_EQUAL3_AFFINITY_SPATIAL10,0.2552781183152959,0.391609053594433,0.3234435859548644,0.6580179138977175,0.5977137396599093,0.4154609827927157,0.3419820861022825,23.48107868805528,5.460279919207096,28.941358607262373,768.7939453125,1168.12890625,85a38c96651f68ccd63dff24198059aaccee1247e5030cafeb1264c48cbb2035,c47ae911f911cd8747d032872ce7d03ab2a9ca965d12267ffd83b45943c1c1dc
