bootstrap_ci_high,bootstrap_ci_low,bootstrap_replicates,ci_is_descriptive_only,dataset,max,mean,median,metric,min,n,sd,variant
363.65185546875,363.65185546875,10000,True,placenta,363.65185546875,363.65185546875,363.65185546875,gpu_peak_allocated_mib,363.65185546875,5,0.0,C1
386.0,386.0,10000,True,placenta,386.0,386.0,386.0,gpu_peak_reserved_mib,386.0,5,0.0,C1
1430.2265625,1419.48515625,10000,True,placenta,1436.9140625,1423.30234375,1420.1953125,cpu_peak_rss_mib,1419.01171875,5,7.62642248674233,C1
0.6327327181849622,0.5760772769039008,10000,True,placenta,0.6426609825353381,0.6044049975444314,0.5947618367263439,ari,0.5650104380679436,5,0.0361033273846304,IGE
0.6750748461551268,0.64086880386332,10000,True,placenta,0.6773647836673715,0.6596359367226602,0.6699530655277202,nmi,0.6267410924491954,5,0.021607793133076418,IGE
0.6708103664737777,0.6365444422990805,10000,True,placenta,0.6731356670807538,0.6551632238817704,0.6656131064061881,ami,0.6218014471966673,5,0.021904686460097602,IGE
0.6977131469504749,0.6493646705515086,10000,True,placenta,0.7063100531641296,0.6735389087509918,0.6652005649519123,fmi,0.6397308151209882,5,0.030839176446994607,IGE
0.7176983426991466,0.6796863408593825,10000,True,placenta,0.7209119972955865,0.7006961900904137,0.7110593715684098,homogeneity,0.6619071495406643,5,0.024456698207757276,IGE
0.6750748461551268,0.6412726008054772,10000,True,placenta,0.6773647836673716,0.6596359367226602,0.6699530655277202,v_measure,0.6267410924491954,5,0.021607793133076456,IGE
0.565116865270842,0.49540090423723715,10000,True,placenta,0.5744049235658075,0.5302588847540396,0.5325542094616679,hungarian_macro_f1,0.4804094490524293,5,0.043785021884336334,IGE
0.7705070139731719,0.7111469819229859,10000,True,placenta,0.7812262772656778,0.7408269979480788,0.7305124835501912,hungarian_weighted_f1,0.6921840351561286,5,0.0388539207381929,IGE
0.6110345744817879,0.5240554018825649,10000,True,placenta,0.6207162517900924,0.5675449881821765,0.5729003094919162,hungarian_balanced_accuracy,0.5011596689065991,5,0.05496615157293761,IGE
0.4914560770156438,0.46413959085439227,10000,True,placenta,0.5030084235860409,0.47725631768953064,0.4741275571600481,spatial_neighbor_agreement,0.4548736462093863,5,0.01746648348241504,IGE
0.48601425588908,0.4488960638783528,10000,True,placenta,0.4945690794538322,0.46940544708129384,0.47380202521443626,spatial_cluster_moran_mean,0.4322920896542972,5,0.02329939793695983,IGE
0.24054095447063445,0.22143420279026033,10000,True,placenta,0.24773038923740387,0.23020161986351012,0.22350932657718658,embedding_silhouette,0.2202547788619995,5,0.012095751819687067,IGE
1.6181316679404154,1.5266564247862777,10000,True,placenta,1.6268940087512949,1.5727367944226678,1.5989457051402078,embedding_davies_bouldin,1.497718932854776,5,0.05925420471983961,IGE
7.352319851145149,6.710742146521807,10000,True,placenta,7.560274345800281,7.044554899632931,7.129488453269005,runtime_seconds,6.403512919321656,5,0.4269934022111271,IGE
444.79833984375,444.79833984375,10000,True,placenta,444.79833984375,444.79833984375,444.79833984375,gpu_peak_allocated_mib,444.79833984375,5,0.0,IGE
514.0,514.0,10000,True,placenta,514.0,514.0,514.0,gpu_peak_reserved_mib,514.0,5,0.0,IGE
1436.9140625,1354.571875,10000,True,placenta,1436.9140625,1407.0796875,1436.9140625,cpu_peak_rss_mib,1305.64453125,5,57.23140328555374,IGE
0.278689279971778,0.1805262007086274,10000,True,placenta,0.3020722989887651,0.22960774034020273,0.23129898997823967,ari,0.1655879541132879,5,0.0619193498244841,ILN
0.388589671275295,0.29701905266001793,10000,True,placenta,0.41806715682682744,0.3434200370929619,0.36590772137554417,nmi,0.27598497801882566,5,0.060363034554812726,ILN
0.38066052769345216,0.28785667813796023,10000,True,placenta,0.4104890402033761,0.33492499281232757,0.3577875512826252,ami,0.26646750905708233,5,0.061138069882237245,ILN
0.39340447301495246,0.30827729064358267,10000,True,placenta,0.4140863356838864,0.35084088182926754,0.3502385598853131,fmi,0.2947797602341206,5,0.05370533062209879,ILN
0.4169703028618974,0.31763760157017334,10000,True,placenta,0.44712330895582675,0.3692007298702141,0.3965847608729971,homogeneity,0.2929462141643102,5,0.06450415956585569,ILN
0.3885896712752949,0.29701905266001793,10000,True,placenta,0.4180671568268275,0.3434200370929619,0.3659077213755441,v_measure,0.27598497801882566,5,0.06036303455481274,ILN
0.40377258590955056,0.34324073960073537,10000,True,placenta,0.4296640127727066,0.37227398566876024,0.3781966769581383,hungarian_macro_f1,0.32363834738332276,5,0.04052104097598897,ILN
0.5489929844266054,0.45007412605050046,10000,True,placenta,0.5706054993896351,0.4995335552385529,0.502207444076439,hungarian_weighted_f1,0.4180999923386925,5,0.06366332164353043,ILN
0.4398189272125707,0.3824756819141042,10000,True,placenta,0.45370709184046154,0.4112528047029162,0.40644855478963277,hungarian_balanced_accuracy,0.35813501634301725,5,0.037404879959556235,ILN
0.4891696750902527,0.43959085439229845,10000,True,placenta,0.4993983152827918,0.46438026474127553,0.4554753309265945,spatial_neighbor_agreement,0.43200962695547535,5,0.03151357811233963,ILN
0.4377709567012741,0.391240158504926,10000,True,placenta,0.44857054761989357,0.4145055576031001,0.4010762722548189,spatial_cluster_moran_mean,0.3849643342107244,5,0.030178003963365865,ILN
0.03881753757596016,0.03229039125144482,10000,True,placenta,0.04164312779903412,0.0352828610688448,0.03514562547206879,embedding_silhouette,0.03046724759042263,5,0.004224096564299141,ILN
3.9409301237519316,3.6754213666917694,10000,True,placenta,3.9891425473109385,3.8279050117036832,3.8665315821699657,embedding_davies_bouldin,3.546627952210668,5,0.16941122683524937,ILN
9.362243363633752,7.726931392028928,10000,True,placenta,9.641574118286371,8.570643330365419,8.926089445129037,runtime_seconds,7.174551935866475,5,1.0409457424722346,ILN
363.65185546875,363.65185546875,10000,True,placenta,363.65185546875,363.65185546875,363.65185546875,gpu_peak_allocated_mib,363.65185546875,5,0.0,ILN
386.0,386.0,10000,True,placenta,386.0,386.0,386.0,gpu_peak_reserved_mib,386.0,5,0.0,ILN
1436.9140625,1423.5390625,10000,True,placenta,1436.9140625,1430.2265625,1436.9140625,cpu_peak_rss_mib,1420.1953125,5,9.157236508289495,ILN
0.4160380349018483,0.396892604665518,10000,True,p22,0.42084881408580294,0.4065240382751346,0.4032240927275907,ari,0.39090355231044677,5,0.012493666135162144,C0
0.5527708986565697,0.544773092659552,10000,True,p22,0.5539189539445794,0.5487719956580608,0.5483191745999676,nmi,0.5428048863040104,5,0.0050632011158684345,C0
