family	unit_id	canonical_identifier	raw_modality_identifier	mapping_status	selected_for_engineering	authority
RNA+protein	P10S3	Cd86	CD86	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Itgae	CD103	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Fcgr1	CD64	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Slamf1	CD150	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd24a	CD24	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		integrin_b7	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Vcam1	CD106	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd8b1	CD8b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		Isotype_RTK2071	control	false	deposited isotype-control name
RNA+protein	P10S3		Isotype_G0114F7	control	false	deposited isotype-control name
RNA+protein	P10S3		Isotype_RTK2758	control	false	deposited isotype-control name
RNA+protein	P10S3		Isotype_RTK4174	control	false	deposited isotype-control name
RNA+protein	P10S3		Isotype_HTK888	control	false	deposited isotype-control name
RNA+protein	P10S3	Klrg1	KLRG1	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Lag3	CD223	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd163	CD163	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Itga2	CD49b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Sirpa	CD172a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd48	CD48	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Siglece	CD170	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Siglec1	CD169	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Tfrc	CD71	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Itga2b	CD41	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		IgM	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S3	Clec10a	CD301a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		CD304	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		CD36	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S3	Cd38	CD38	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd55	CD55	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd63	CD63	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd68	CD68	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd79b	CD79b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd83	CD83	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cx3cr1	CX3CR1	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Mgl2	CD301b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		Tim_4	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		Rt_XCR1	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		Rt_CD29	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Ighd	IgD	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Itgal	CD11a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd200r1	CD200R	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd200r3	CD200R3	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Sdc1	CD138	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Bst2	CD317	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd9	CD9	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		CD371	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Cd22	CD22	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		IL_33Ra	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		Ly49H	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S3	Klra4	Ly49D	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		Ly_49A	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		CD185	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Itga1	CD49a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd1d1	CD1d	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		CD226_10E5	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		CD199	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Jaml	JAML	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		CD272	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		PIR_A_B	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Dpp4	CD26	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		CD270	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		CD2	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S3	Tnfrsf1b	CD120b	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd40	CD40	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Pecam1	CD31	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Lamp1	CD107a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		Rt_CD61	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Vsir	VISTA	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		CD186	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Klrc1	CD159a	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Slamf6	Ly108	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Cd160	CD160	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Lilrb4a	CD85k	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Itgav	CD51	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Klrd1	CD94	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Ly75	CD205	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Pvr	CD155	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		Rt_CD81	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Mog	MOG	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Bcl11b	CTIP2	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Tbr1	TBR1	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		H2AB1	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S3	Apc	APC	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		GFP	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		PDGFR2	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Gfap	GFAP	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Pax6	PAX6	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		IBA1	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S3	Rbfox3	NeuN	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3	Olig2	OLIGO2	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		MBP	ambiguous	false	NCBI Gene exact token maps to multiple GeneIDs
RNA+protein	P10S3		Degraded_MBP	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3		CUX2_CUX1	unmapped	false	no exact NCBI Gene Symbol/Synonym token
RNA+protein	P10S3	Satb2	SATB2	unique	true	NCBI Gene exact Symbol/Synonym token
RNA+protein	P10S3		unmapped	unmapped	false	no exact NCBI Gene Symbol/Synonym token
