unit_id,raw_target,canonical_identifier,gene_id,status,authority,selected_for_engineering
P10S3,Rt_CD61,,,unmapped,no exact NCBI Gene Symbol/Synonym token,false
P10S3,VISTA,Vsir,74048,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,CD186,,,unmapped,no exact NCBI Gene Symbol/Synonym token,false
P10S3,CD159a,Klrc1,16641,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,Ly108,Slamf6,30925,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,CD160,Cd160,54215,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,CD85k,Lilrb4a,14728,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,CD51,Itgav,16410,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,CD94,Klrd1,16643,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,CD205,Ly75,17076,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,CD155,Pvr,52118,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,Rt_CD81,,,unmapped,no exact NCBI Gene Symbol/Synonym token,false
P10S3,MOG,Mog,17441,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,CTIP2,Bcl11b,58208,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,TBR1,Tbr1,21375,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,H2AB1,,,ambiguous,NCBI Gene exact token maps to multiple GeneIDs,false
P10S3,APC,Apc,11789,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,GFP,,,unmapped,no exact NCBI Gene Symbol/Synonym token,false
P10S3,PDGFR2,,,unmapped,no exact NCBI Gene Symbol/Synonym token,false
P10S3,GFAP,Gfap,14580,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,PAX6,Pax6,18508,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,IBA1,,,ambiguous,NCBI Gene exact token maps to multiple GeneIDs,false
P10S3,NeuN,Rbfox3,52897,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,OLIGO2,Olig2,50913,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,MBP,,,ambiguous,NCBI Gene exact token maps to multiple GeneIDs,false
P10S3,Degraded_MBP,,,unmapped,no exact NCBI Gene Symbol/Synonym token,false
P10S3,CUX2_CUX1,,,unmapped,no exact NCBI Gene Symbol/Synonym token,false
P10S3,SATB2,Satb2,212712,unique,NCBI Gene exact Symbol/Synonym token,true
P10S3,unmapped,,,unmapped,no exact NCBI Gene Symbol/Synonym token,false
