lane,representation_source,candidate_id,candidate_partition_sha256,ari,nmi,ami,fmi,homogeneity,v_measure,n_total,n_eval,observed_k_full,min_cluster_size_full,cluster_sizes_full,min_cluster_size_eval,cluster_sizes_eval,neighbor_agreement,moran_indicator_macro,geary_indicator_macro,label_access
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_GRAPH_ONLY,COMMON_KMEANS_N20_S0,f548115118ed60b439b3a172247cbb4da9ecf9a829529568a27e9638c19041fb,0.17376455780085795,0.3383027496515696,0.33408061848043996,0.3227912523749532,0.3837487246222915,0.3383027496515696,3484,3484,10,72,72|121|148|287|318|340|465|475|593|665,72,72|121|148|287|318|340|465|475|593|665,0.8890300720033883,0.8753243528186776,0.13414791592092631,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_GRAPH_ONLY,OFFICIAL_KMEANS_N10_S0,f548115118ed60b439b3a172247cbb4da9ecf9a829529568a27e9638c19041fb,0.17376455780085795,0.3383027496515696,0.33408061848043996,0.3227912523749532,0.3837487246222915,0.3383027496515696,3484,3484,10,72,72|121|148|287|318|340|465|475|593|665,72,72|121|148|287|318|340|465|475|593|665,0.8890300720033883,0.8753243528186776,0.13414791592092631,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_GRAPH_ONLY,GMM_DIAG_N3_S0,dc40fce985b465ba0714e3b929fa02bfb4020da1b77c9a247fd84c446ca98e46,0.2006454000525271,0.3603545893500308,0.3562495168181782,0.34819071388205275,0.4073132143187144,0.36035458935003084,3484,3484,10,117,117|144|159|176|307|318|338|572|597|756,117,117|144|159|176|307|318|338|572|597|756,0.9000423549343498,0.8822746379242543,0.1265021446653572,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_GRAPH_ONLY,GMM_FULL_N3_S0,24bf01dff3cf5af2b5fa585009a24346edd86e07b21c8c1513e50d9ec35464db,0.19675701261558035,0.3459789172586589,0.3417867919858341,0.34419495596937255,0.3908045928157686,0.3459789172586589,3484,3484,10,73,73|138|164|188|313|367|373|580|586|702,73,73|138|164|188|313|367|373|580|586|702,0.913737117040802,0.8992791935974143,0.11050992505309074,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_GRAPH_ONLY,SPARSE_WARD_REGISTERED,74d54c57acbd2a7e9025020c0d490c7f19183251c166de49827d116949f8a7ce,0.1523484533340401,0.2846653925476066,0.27994501670784855,0.31807360130844825,0.3123724520385303,0.2846653925476066,3484,3484,10,84,84|97|164|183|186|255|279|579|720|937,84,84|97|164|183|186|255|279|579|720|937,0.9213610052237753,0.9030486988379625,0.10629709216583119,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_GRAPH_ONLY,SPARSE_GRAPH_FEATURE12_SPATIAL50,c6559c1c4caa2eafa915f15905bf3275850526ed0a7b620542bbee0c207eb5e5,0.11323133702313162,0.24194427279881076,0.23726820724149586,0.2582485411581332,0.28486106057437754,0.24194427279881076,3484,3484,10,251,251|259|310|323|324|359|394|398|401|465,251,251|259|310|323|324|359|394|398|401|465,0.9474798814061838,0.9422441210440237,0.05869737662394706,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_GRAPH_ONLY,HISTORICAL_CONCAT_KNN_S01,5ee0f57aeeebd77d4d5ae44dcc25ee1c917d0b0f4bf4feb061959dfb34c296ee,0.1092444117065184,0.22648066770578734,0.22169116377007356,0.2557120843417095,0.2656118307812353,0.22648066770578737,3484,3484,10,178,178|227|322|326|329|401|410|415|431|445,178,178|227|322|326|329|401|410|415|431|445,0.9443738528871947,0.9398526386345063,0.06178251787328942,independent_evaluator_after_bank_lock
A1_K10,S1_NOTEBOOK_ANALOG_300__OFFICIAL_GRAPH_ONLY,HISTORICAL_CONCAT_KNN_S02,01d1778af665b4df63442b5153f91986eaf5028adcadd25055561d7f7e36186e,0.09856158703950554,0.22947357535391585,0.22471973311118443,0.24456292017897163,0.2701155399523019,0.22947357535391585,3484,3484,10,185,185|321|337|340|353|363|370|393|394|428,185,185|321|337|340|353|363|370|393|394|428,0.938302978963716,0.9304519018084768,0.06971663220196567,independent_evaluator_after_bank_lock
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,COMMON_KMEANS_N20_S0,422596f7d172071866648cee0b7ba0cfc916301fc8c2c257cb6463468dd226b9,0.1421709659530943,0.2530959750584752,0.25178319233688884,0.2749728022714503,0.2528521914695674,0.2530959750584752,9196,9196,9,298,298|316|355|799|822|1112|1464|1982|2048,298,298|316|355|799|822|1112|1464|1982|2048,0.38484718037021093,0.30487170023968935,0.6965983837350058,independent_evaluator_after_bank_lock
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,OFFICIAL_KMEANS_N10_S0,049e38c66a6f5faaf2257dba3a30d60e3b929fded0e79398e3411549da00a781,0.1386881868093964,0.24718602521994573,0.24587905249151515,0.2673182888088706,0.2498639607773855,0.24718602521994573,9196,9196,9,291,291|309|644|826|942|1081|1348|1828|1927,291,291|309|644|826|942|1081|1348|1828|1927,0.3560051657339647,0.28715938801009466,0.713930002187489,independent_evaluator_after_bank_lock
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,GMM_DIAG_N3_S0,48e8034837f6f323af26fd91dd30e527f7ef8431750b594ec0bbcc0b973240f6,0.13236000233815462,0.20438625835508314,0.20303641438040587,0.25335013176138826,0.2111508831862868,0.20438625835508314,9196,9196,9,304,304|803|853|880|1062|1105|1196|1393|1600,304,304|803|853|880|1062|1105|1196|1393|1600,0.3186612139474817,0.22305306219917118,0.7780954458272329,independent_evaluator_after_bank_lock
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,GMM_FULL_N3_S0,5fecbb2b725d1001f52090deaba3833e330a5ab8b6578462b0534f44de743985,0.13758197291367263,0.2447455508858105,0.24346046426675044,0.2583220607005083,0.25220475217519794,0.24474555088581046,9196,9196,9,273,273|529|996|1010|1053|1266|1273|1382|1414,273,273|529|996|1010|1053|1266|1273|1382|1414,0.35374515712440807,0.27201096103838185,0.7291389475985584,independent_evaluator_after_bank_lock
P22_K9,MOUSE_E15_NOTEBOOK_ANALOG_400__OFFICIAL_AE_ONLY,SPARSE_WARD_REGISTERED,7dd6b76c2f68c230f644143a872b73e9ae51da42f883df22c4eaf8f4d4b48ce7,0.35455909365340604,0.530058552601753,0.5291759875273988,0.4655403755013599,0.5039345524539264,0.530058552601753,9196,9196,9,48,48|60|111|621|963|1435|1648|1734|2576,48,48|60|111|621|963|1435|1648|1734|2576,0.9229444683598794,0.8576378371274002,0.14492102048856942,independent_evaluator_after_bank_lock
