dataset,lane,phase,embedding_id,head,training_seed,endpoint_seed,k,total_observations,evaluated_observations,partition_sha256,wall_seconds,status,absolute_ari,absolute_nmi,ami,fmi,morans_i,gearys_c,embedding_rank,teacher_mean_pairwise_ari
P22,P22,COARSE,F00_R02__PCA16,KMEANS+REFINE_T0.65_S2,NOT_APPLICABLE,0,9,9196,9196,91a94d9255fd159a9666222e8c26c9f7232c71badae371e7e2033be9512c9c29,0.1349642999994103,PASS,0.44908800946368477,0.599423866915564,0.5987367971534299,0.5304621843948855,,,,
P22,P22,COARSE,F00_R02__PCA16,KMEANS+REFINE_T0.65_S3,NOT_APPLICABLE,0,9,9196,9196,e3a263fb4388eb68ce35aad2a36b62ccbf7811af0662c8ab7644bd0a307682f5,0.14987150000524707,PASS,0.44941501735986705,0.600427665014198,0.5997422764340099,0.5307556312757397,,,,
P22,P22,COARSE,F00_R02__PCA16,KMEANS+REFINE_T0.80_S1,NOT_APPLICABLE,0,9,9196,9196,597451474f24a721bde1b0fabd92707b48f26ee026539c28911f2ba4e45b54c8,0.16502780000155326,PASS,0.43768296042743843,0.5840474709704432,0.5833352583439269,0.5203543130230903,,,,
P22,P22,COARSE,F00_R02__PCA16,KMEANS+REFINE_T0.80_S2,NOT_APPLICABLE,0,9,9196,9196,758b1226e0adb2e4143248c1c4b8e8dfe248b567736a160e97915b2f38f10c5b,0.18014989999937825,PASS,0.4400718630708988,0.5866210759609911,0.5859129184120736,0.5225045285495642,,,,
P22,P22,COARSE,F00_R02__PCA16,KMEANS+REFINE_T0.80_S3,NOT_APPLICABLE,0,9,9196,9196,889177ade255399e7c1f880a06e6a1bc947dc28cfae37d818d67d9d3e3470e13,0.19447329999820795,PASS,0.4401049160467037,0.5866374532557375,0.5859293238934226,0.5225327849482561,,,,
P22,P22,COARSE,F00_R02__PCA32,KMEANS,NOT_APPLICABLE,0,9,9196,9196,b93c0f76fcdbf869dca49d18a0d42948d881293e853f1a190475fe7596fa9a09,0.07130850000248756,PASS,0.3830918347214424,0.5675283980345959,0.5668000480335567,0.4701485161051465,,,,
P22,P22,COARSE,F00_R02__PCA32,KMEANS+REFINE_T0.50_S1,NOT_APPLICABLE,0,9,9196,9196,e07ca54862acdb395805f86323669fa9b96f34ea97e7056ca2538c44b3199c3b,0.08819350000703707,PASS,0.4038009904033612,0.597236574953456,0.5965567297888783,0.48849316171517776,,,,
P22,P22,COARSE,F00_R02__PCA32,KMEANS+REFINE_T0.50_S2,NOT_APPLICABLE,0,9,9196,9196,774c167e1192a18b63281fa1bdad3fbf1a2b0f95818c025190bb89c8adc3de73,0.10562660000869073,PASS,0.40944662495171413,0.6058881906340517,0.6052220816260792,0.4935755635819277,,,,
P22,P22,COARSE,F00_R02__PCA32,KMEANS+REFINE_T0.50_S3,NOT_APPLICABLE,0,9,9196,9196,0622fa69719fe3fbd76ce0a872eb9f151cebd3476773c9d2f6de39363002c7e0,0.12375320000865031,PASS,0.4064063727756096,0.6053288337588411,0.6046611878889506,0.4910626994602789,,,,
P22,P22,COARSE,F00_R02__PCA32,KMEANS+REFINE_T0.65_S1,NOT_APPLICABLE,0,9,9196,9196,7c31c9ac89ef7baa31d63763bf6522043ebcbc9e864f29e5ce286c7994dcbdf1,0.14075630001025274,PASS,0.39793248165048906,0.5879020166170603,0.5872068490588864,0.4832968765530785,,,,
P22,P22,COARSE,F00_R02__PCA32,KMEANS+REFINE_T0.65_S2,NOT_APPLICABLE,0,9,9196,9196,43eb5fd1d7f8dd94cced52a5ccce94e33f550cbc9cbfd348ae2e72c325248b9e,0.15962960000615567,PASS,0.4010053746294976,0.5919580508022507,0.5912696565498242,0.48598166200647575,,,,
P22,P22,COARSE,F00_R02__PCA32,KMEANS+REFINE_T0.65_S3,NOT_APPLICABLE,0,9,9196,9196,4f49a6b6331306ffdfc4c5d960f018c0d792d85e9441a71b181b061e7cc927ab,0.17435610000393353,PASS,0.40205165145147553,0.5929313947312264,0.5922445993027268,0.4868978390363336,,,,
P22,P22,COARSE,F00_R02__PCA32,KMEANS+REFINE_T0.80_S1,NOT_APPLICABLE,0,9,9196,9196,ef829e11e85b2ddb681069228f3b59177e79669efc15ca9aa8025be2949ddc29,0.18766650000179652,PASS,0.39316932744949845,0.5809546935903419,0.5802483058337029,0.4790552233160831,,,,
P22,P22,COARSE,F00_R02__PCA32,KMEANS+REFINE_T0.80_S2,NOT_APPLICABLE,0,9,9196,9196,aa313ba31d98f696a531983bf2c8d1a6e7301977c3e6c3b9d87a92a5c6ed8394,0.20333070000924636,PASS,0.3946069573646054,0.5828252364466134,0.5821218661620955,0.4803329572970935,,,,
P22,P22,COARSE,F00_R02__PCA32,KMEANS+REFINE_T0.80_S3,NOT_APPLICABLE,0,9,9196,9196,588b63c1aac25b69122e1749bbb26784c9a08180019f00ab10efd9f417ac09a2,0.2177644000039436,PASS,0.39509601859410176,0.583389734395105,0.5826872981094147,0.48076209176383866,,,,
P22,P22,COARSE,F00_R02__WHITE32,KMEANS,NOT_APPLICABLE,0,9,9196,9196,608f77724af145bcdd7afd28fc176f7374a7cd42d04a6bb3e403820fd85f74d8,0.08506509999278933,PASS,0.40880816438548795,0.5432148468904084,0.5424376062228095,0.4944447372213604,,,,
P22,P22,COARSE,F00_R02__WHITE32,KMEANS+REFINE_T0.50_S1,NOT_APPLICABLE,0,9,9196,9196,83670a7f9eab39df263f9e44f88ed0ad227689807701cf2c18edfe8b422e0ae6,0.10104969999520108,PASS,0.4409140535863532,0.580327610236934,0.5796092882588585,0.5233002795637683,,,,
P22,P22,COARSE,F00_R02__WHITE32,KMEANS+REFINE_T0.50_S2,NOT_APPLICABLE,0,9,9196,9196,8ed91aebb28a58666f59eda9f38c4ff6737e7a684f79608b07e363e6b5e38cf8,0.11957059999986086,PASS,0.4449150978260813,0.5855114193405351,0.5848008591220457,0.5270762680474598,,,,
P22,P22,COARSE,F00_R02__WHITE32,KMEANS+REFINE_T0.50_S3,NOT_APPLICABLE,0,9,9196,9196,f3aa66ba1a0fee980036a745b44d7af72b425bdba791552a3638c606336f9881,0.13937219999206718,PASS,0.4444227657977378,0.5860098766557986,0.5852995230529212,0.5268695463655269,,,,
P22,P22,COARSE,F00_R02__WHITE32,KMEANS+REFINE_T0.65_S1,NOT_APPLICABLE,0,9,9196,9196,c996193bf83105b7be86c3e79ebbc323c3ff5defecb5b16bbac335906cc27fd9,0.1571601999894483,PASS,0.43511677122641335,0.5725843662982959,0.5718539416554459,0.5179851576897705,,,,
P22,P22,COARSE,F00_R02__WHITE32,KMEANS+REFINE_T0.65_S2,NOT_APPLICABLE,0,9,9196,9196,26cf415f391031348f76f210ce13134dc6503adf8e9823a97c10a0997385f3f5,0.17398259999754373,PASS,0.43726257572608074,0.5756008073526008,0.5748751578624538,0.5199374828786556,,,,
P22,P22,COARSE,F00_R02__WHITE32,KMEANS+REFINE_T0.65_S3,NOT_APPLICABLE,0,9,9196,9196,f076a514eef5257951bc3f59b8a41b1e2a313ccaf02d4c96d43c4cccbb1cc924,0.1880040999967605,PASS,0.4382378004007948,0.5763485128916229,0.5756239666643053,0.5208230718615102,,,,
P22,P22,COARSE,F00_R02__WHITE32,KMEANS+REFINE_T0.80_S1,NOT_APPLICABLE,0,9,9196,9196,6b7af05f4e674868c030e9b2a17f24d86e107ae7329a069be1708a832c64bc20,0.2012469999899622,PASS,0.42976241527457837,0.5652310869404268,0.5644887800183994,0.5132079622406862,,,,
P22,P22,COARSE,F00_R02__WHITE32,KMEANS+REFINE_T0.80_S2,NOT_APPLICABLE,0,9,9196,9196,bb4fb587d41655656ebf65c161365d719bde8c9e3b37162d4adacda99fedfadc,0.21374479999940377,PASS,0.4315026712190852,0.5669594458706269,0.5662198868945147,0.5147603655237777,,,,
P22,P22,COARSE,F00_R02__WHITE32,KMEANS+REFINE_T0.80_S3,NOT_APPLICABLE,0,9,9196,9196,8597b6ea8653fbbde398f189345310e91dd3a9ec47729a08d278fd225e743cfd,0.22721649998857174,PASS,0.43153392470773355,0.5669849716875526,0.5662454861287359,0.5147789461070635,,,,
P22,P22,COARSE,F00_R02__P4_B35_S1,KMEANS,NOT_APPLICABLE,0,9,9196,9196,8e9a2dac197b06c15af5febfc8d4c1b571ec61863a46aa575626b588aaddea79,0.09419489999709185,PASS,0.37278237060621383,0.571017617741627,0.5702924714171458,0.46179723682621293,,,,
P22,P22,COARSE,F00_R02__P4_B35_S1,KMEANS+REFINE_T0.50_S1,NOT_APPLICABLE,0,9,9196,9196,bc0d08db973445a172976c99e6310722ab59f77686f409cfc84c6c459ab5f128,0.11036829999648035,PASS,0.37709941409100395,0.5800789485427297,0.5793674752309316,0.46596502753040414,,,,
P22,P22,COARSE,F00_R02__P4_B35_S1,KMEANS+REFINE_T0.50_S2,NOT_APPLICABLE,0,9,9196,9196,3236981ec7309864364658e5da2702bd908ef47f2de4be6cc9359175a98a8c29,0.128503300002194,PASS,0.37876494960445145,0.5834923263201207,0.5827854216601319,0.46772893036497254,,,,
P22,P22,COARSE,F00_R02__P4_B35_S1,KMEANS+REFINE_T0.50_S3,NOT_APPLICABLE,0,9,9196,9196,23e8a9abcda60f1014f044739fd74cfa4b8d1f4e11c7272755adf5dcbeeecc3a,0.14648909999232274,PASS,0.37852913943568894,0.5853490791935145,0.5846441461811005,0.46784643376640184,,,,
P22,P22,COARSE,F00_R02__P4_B35_S1,KMEANS+REFINE_T0.65_S1,NOT_APPLICABLE,0,9,9196,9196,230cc5d7a16196f656d4971d4a96832a93f9a3f7798b741f723ef26defba6b8a,0.16308709999429993,PASS,0.3752118179198045,0.5770797636881259,0.5763641319206759,0.4640885467112987,,,,
P22,P22,COARSE,F00_R02__P4_B35_S1,KMEANS+REFINE_T0.65_S2,NOT_APPLICABLE,0,9,9196,9196,0720f3dc246bede9cfa09f8cb1cc56b2b449418ca9e307ac2d69287ce557a256,0.1783168999972986,PASS,0.3757625846142992,0.5780141568058053,0.577300060321202,0.46457787966754494,,,,
P22,P22,COARSE,F00_R02__P4_B35_S1,KMEANS+REFINE_T0.65_S3,NOT_APPLICABLE,0,9,9196,9196,a0977f47cb38f10d58c88cba4b7389a523b6ddce463defcdba7bf9fc9756be35,0.19598180000321008,PASS,0.37574193144007106,0.5780580561966959,0.5773440092313582,0.4645658050592441,,,,
P22,P22,COARSE,F00_R02__P4_B35_S1,KMEANS+REFINE_T0.80_S1,NOT_APPLICABLE,0,9,9196,9196,e6e5aa6d7fbc44bb890ee69a07a783b17848c76576e41c57609395457bbfad1a,0.2087379000004148,PASS,0.3745396195143484,0.5750318530955099,0.5743129610753677,0.46345350567499954,,,,
P22,P22,COARSE,F00_R02__P4_B35_S1,KMEANS+REFINE_T0.80_S2,NOT_APPLICABLE,0,9,9196,9196,a55550b6a65f3bd7ae139b3eb6304e6586ad1241c80429fa0221ecb12545d6a0,0.2215161999920383,PASS,0.3746367457166128,0.5752907778088823,0.5745722824653321,0.4635480480616411,,,,
P22,P22,COARSE,F00_R02__P4_B35_S1,KMEANS+REFINE_T0.80_S3,NOT_APPLICABLE,0,9,9196,9196,468bcec39212e3c21af8a644ec2f0ad2ca3e09d6e1636953abc3196ede3aeb2b,0.23538339999504387,PASS,0.3744884491861434,0.5751883750160229,0.5744696929177157,0.4634229083601541,,,,
P22,P22,COARSE,F00_R02__P18_B65_S2,KMEANS,NOT_APPLICABLE,0,9,9196,9196,b04bc3f79b7984dbfb91a28e42d1ce94ef64cf268f241afbacf2876e108cb618,0.10253640000883024,PASS,0.38045593874864425,0.5864679634036934,0.585768243728375,0.46861213291079284,,,,
P22,P22,COARSE,F00_R02__P18_B65_S2,KMEANS+REFINE_T0.50_S1,NOT_APPLICABLE,0,9,9196,9196,7cb27fa0f31339acf159cd699af176b94a0e72049e19adfb5f42aa91541ab556,0.11938200000440702,PASS,0.38125293381035213,0.589069568085623,0.5883735959896322,0.46947646952692246,,,,
P22,P22,COARSE,F00_R02__P18_B65_S2,KMEANS+REFINE_T0.50_S2,NOT_APPLICABLE,0,9,9196,9196,95d5a4fcf3cae1941ee562a226192602ae9350310747e258673ae4747837c79a,0.13819720000901725,PASS,0.3819909327602932,0.5918093537833176,0.591117518741274,0.47025365523457935,,,,
P22,P22,COARSE,F00_R02__P18_B65_S2,KMEANS+REFINE_T0.50_S3,NOT_APPLICABLE,0,9,9196,9196,17f9f3df27295ab4760c2439caf0c11c1a7b68b86c226e9bfb438eb355f82b30,0.15456670000276063,PASS,0.38181165267855527,0.5927002735906874,0.5920095727825098,0.47020342753079936,,,,
P22,P22,COARSE,F00_R02__P18_B65_S2,KMEANS+REFINE_T0.65_S1,NOT_APPLICABLE,0,9,9196,9196,08358a2fd1a606964648180abd6508049ca2053e2604fa7ebc021d61dd121aef,0.1714844000089215,PASS,0.3815757950784061,0.5883807397348002,0.5876840865559955,0.4696223120931016,,,,
P22,P22,COARSE,F00_R02__P18_B65_S2,KMEANS+REFINE_T0.65_S2,NOT_APPLICABLE,0,9,9196,9196,a1a37d3854890bff7ec39e9818609f3cfb84cd2552ae6ea2a00b8a8361aac719,0.1893043000018224,PASS,0.3809632463130133,0.588381073864383,0.5876842804079879,0.4691257222617994,,,,
P22,P22,COARSE,F00_R02__P18_B65_S2,KMEANS+REFINE_T0.65_S3,NOT_APPLICABLE,0,9,9196,9196,60f9e4751ef4ee640d5160fed6d42a418a768b1dd8051fe3ed30f357e1235da7,0.20522970000456553,PASS,0.3808167851568194,0.5881724582674089,0.5874753011332721,0.46900092965255696,,,,
P22,P22,COARSE,F00_R02__P18_B65_S2,KMEANS+REFINE_T0.80_S1,NOT_APPLICABLE,0,9,9196,9196,d458bd382535aadc2af20c36838b3aed58982c5142d44f27f51a259223bdde81,0.2181440999993356,PASS,0.3811809719208505,0.5874879462816089,0.5867898112006487,0.4692748563982822,,,,
P22,P22,COARSE,F00_R02__P18_B65_S2,KMEANS+REFINE_T0.80_S2,NOT_APPLICABLE,0,9,9196,9196,8ad8559e719a8434545c4085fe3fe689a9d6ddea22929ba4b7e0f49d82d298e3,0.23083100000803825,PASS,0.3813520595392287,0.587574099733643,0.5868761137275937,0.4694216956242608,,,,
P22,P22,COARSE,F00_R02__P18_B65_S2,KMEANS+REFINE_T0.80_S3,NOT_APPLICABLE,0,9,9196,9196,8ad8559e719a8434545c4085fe3fe689a9d6ddea22929ba4b7e0f49d82d298e3,0.24495990001014434,PASS,0.3813520595392287,0.587574099733643,0.5868761137275937,0.4694216956242608,,,,
P22,P22,COARSE,F00_R02__COORD_W0.20,KMEANS,NOT_APPLICABLE,0,9,9196,9196,05f00cc434e84e54391641d2def8916ee6364fb1c6b19821cbbbac26f6f33ba4,0.1252572999947006,PASS,0.36235040816417785,0.5547310279242249,0.5539793405836753,0.4525023957968081,,,,
P22,P22,COARSE,F00_R02__COORD_W0.20,KMEANS+REFINE_T0.50_S1,NOT_APPLICABLE,0,9,9196,9196,cf1082204f4cd566d071a8c008dbfa1c0821bafedd658a4e62cd292a69800c97,0.14178439999523107,PASS,0.37855764973048706,0.5773059481615319,0.5765907499707517,0.4669756601888234,,,,
P22,P22,COARSE,F00_R02__COORD_W0.20,KMEANS+REFINE_T0.50_S2,NOT_APPLICABLE,0,9,9196,9196,13b73e0a4d4b72c3b51ea2ab7192b169f7971c9eeeb72f4eb504f61eec5ad47b,0.15985399999772198,PASS,0.3836064236641842,0.5832607203592838,0.5825548949871874,0.47151563389884443,,,,
P22,P22,COARSE,F00_R02__COORD_W0.20,KMEANS+REFINE_T0.50_S3,NOT_APPLICABLE,0,9,9196,9196,e66ffe5a01538367346c47ba35a11cb4cc15b2f98c758b370c36179613fdd196,0.17919979999714997,PASS,0.3827746854364075,0.5826598210322138,0.5819524995349861,0.47090067325773094,,,,
P22,P22,COARSE,F00_R02__COORD_W0.20,KMEANS+REFINE_T0.65_S1,NOT_APPLICABLE,0,9,9196,9196,2ca4a4f1c75c25f11cd1daecf5082bdcb7339ade223b433e0a599e88929213fd,0.1950485999986995,PASS,0.37245742603917653,0.570943395362204,0.5702177670818528,0.4616039564414787,,,,
P22,P22,COARSE,F00_R02__COORD_W0.20,KMEANS+REFINE_T0.65_S2,NOT_APPLICABLE,0,9,9196,9196,1a4fde18ef57f4a3503fc2244efd9b7d0d1a36baac73fec190cfea3a4111d19b,0.2082444999978179,PASS,0.3739223603957375,0.5734414860368604,0.5727199874483959,0.46289791400764563,,,,
P22,P22,COARSE,F00_R02__COORD_W0.20,KMEANS+REFINE_T0.65_S3,NOT_APPLICABLE,0,9,9196,9196,bec4914f57b8f0d7bc0a8d1c975a244727c24690cb1cdc40f7d0c9de77cbede6,0.22270479999133386,PASS,0.37412241667596424,0.5738149760770936,0.5730940508965668,0.46308494284690704,,,,
P22,P22,COARSE,F00_R02__COORD_W0.20,KMEANS+REFINE_T0.80_S1,NOT_APPLICABLE,0,9,9196,9196,acb2133cc8177849cca52bf95f674ae03c8e9d9b54a45a88ed163addc7774d09,0.23581849999027327,PASS,0.36940111495900785,0.5653974750331389,0.5646629368442067,0.45883658983064074,,,,
P22,P22,COARSE,F00_R02__COORD_W0.20,KMEANS+REFINE_T0.80_S2,NOT_APPLICABLE,0,9,9196,9196,569d9c772032c13e45fce3a4554cf6fa08f2b707be3675c0bc10f97fd599a269,0.25017849999130704,PASS,0.3699228745567044,0.5664078637717715,0.5656749089173049,0.4593194358486852,,,,
P22,P22,COARSE,F00_R02__COORD_W0.20,KMEANS+REFINE_T0.80_S3,NOT_APPLICABLE,0,9,9196,9196,4209824ad38085522caaaca9cef5290fdd55e020877f8e2b2a9d7110d75eb277,0.2636733999970602,PASS,0.36998271248003123,0.566638258332194,0.5659056409151648,0.45938434627693425,,,,
P22,P22,COARSE,F00_R02__COORD_W0.80,KMEANS,NOT_APPLICABLE,0,9,9196,9196,bd7a468ec5d9664417006fc537e872bfeae98810bc8ef0235521095c68634e7c,0.1224997999961488,PASS,0.371161720158606,0.565691037368465,0.5649570070029583,0.46035382552479026,,,,
P22,P22,COARSE,F00_R02__COORD_W0.80,KMEANS+REFINE_T0.50_S1,NOT_APPLICABLE,0,9,9196,9196,e4d86c982481cb8cbc105f557f001ed23b21ddc3b67ec4b8a64cb4c1c3032ae8,0.1398616999940714,PASS,0.3810298947139053,0.5827512364893339,0.5820452086804999,0.4691131784818208,,,,
P22,P22,COARSE,F00_R02__COORD_W0.80,KMEANS+REFINE_T0.50_S2,NOT_APPLICABLE,0,9,9196,9196,32093548f06491d8a272c6d3f4710c785008117f8709a404cd3596ff660e9537,0.15907249999872874,PASS,0.38029182267082046,0.5840788904340041,0.5833751961003496,0.46845058663212086,,,,
P22,P22,COARSE,F00_R02__COORD_W0.80,KMEANS+REFINE_T0.50_S3,NOT_APPLICABLE,0,9,9196,9196,139bf0ec99213db469601256bc5037d51dd2a1aeae91b8bebfa08baead1b0bac,0.17908999999053776,PASS,0.3776898791027607,0.5818467881703613,0.5811394032239148,0.46617040231822265,,,,
P22,P22,COARSE,F00_R02__COORD_W0.80,KMEANS+REFINE_T0.65_S1,NOT_APPLICABLE,0,9,9196,9196,fcfd69aed48242f084cb21e082db7317ce8e40b09674e9f01b8c551c369b34b3,0.19791370000166353,PASS,0.38115357641213604,0.5813021274874465,0.5805934510798219,0.46926098467984867,,,,
P22,P22,COARSE,F00_R02__COORD_W0.80,KMEANS+REFINE_T0.65_S2,NOT_APPLICABLE,0,9,9196,9196,aacaf70f1ea0ef7d9b6025533a43ddca5a6db9eb1816a2147ef70f9ec8c9f637,0.2154004000040004,PASS,0.3827968964556484,0.5851936336690248,0.5844912287798358,0.47076158895972015,,,,
P22,P22,COARSE,F00_R02__COORD_W0.80,KMEANS+REFINE_T0.65_S3,NOT_APPLICABLE,0,9,9196,9196,47d0fe1aafee71bb6271e3e733cd1c5ed2046997fc75cd4e49d55057834a7885,0.22952959999383893,PASS,0.3829923790133749,0.5855889688660139,0.5848871490667548,0.4709518739577735,,,,
P22,P22,COARSE,F00_R02__COORD_W0.80,KMEANS+REFINE_T0.80_S1,NOT_APPLICABLE,0,9,9196,9196,91e6e3ccc33f9be8707196a5fbdb70b4858a8a11cd54f4f0201a24b9cdeb8d05,0.243992799994885,PASS,0.3781429080314908,0.5761076841286614,0.57539042832488,0.46660402187523486,,,,
P22,P22,COARSE,F00_R02__COORD_W0.80,KMEANS+REFINE_T0.80_S2,NOT_APPLICABLE,0,9,9196,9196,50cf988736b11b4f33ac9422952dc64fc9c1efb4e4a2b5cfee235b5e8b6894c1,0.26171679999970365,PASS,0.37867649286840077,0.5773388185869309,0.5766235349328367,0.46709233071686146,,,,
P22,P22,COARSE,F00_R02__COORD_W0.80,KMEANS+REFINE_T0.80_S3,NOT_APPLICABLE,0,9,9196,9196,65e5ee58ac8245bf8937c249c17eba9cb3aa57b8aa4a40b2c7e8025fc81cf26e,0.2761047999956645,PASS,0.37892972877917186,0.57777177851945,0.577057176982236,0.46732334680857734,,,,
P22,P22,COARSE,LOCKED_base_fused__ID,KMEANS,NOT_APPLICABLE,0,9,9196,9196,ee4f950109fb1c231dc4655ba126e45e11e01cfdabc2496e61baf8ee79b57577,0.11011700000381097,PASS,0.2993799147598646,0.4887295977227104,0.48784405270975456,0.4024192615596398,,,,
P22,P22,COARSE,LOCKED_base_fused__ID,KMEANS+REFINE_T0.50_S1,NOT_APPLICABLE,0,9,9196,9196,42647acfc8ea34022e8211fd182fcc724b56e92e178e60b3d57d2bc1e780a391,0.12802340000052936,PASS,0.3320634831829442,0.5215512593165924,0.5207179959812184,0.4320385558251347,,,,
P22,P22,COARSE,LOCKED_base_fused__ID,KMEANS+REFINE_T0.50_S2,NOT_APPLICABLE,0,9,9196,9196,14743c6a28f6fb0d018b605703119f70b4564a575f7ff3b4d141463a1cf3b944,0.14742269999987911,PASS,0.3523864664998609,0.5322973678512852,0.5314783854606792,0.4508975873809493,,,,
P22,P22,COARSE,LOCKED_base_fused__ID,KMEANS+REFINE_T0.50_S3,NOT_APPLICABLE,0,9,9196,9196,84806de2567590f9cb1bed8880b163320721f72801d1ab5d2fde880638207ed8,0.1653156999964267,PASS,0.3611799181403195,0.5355579729886638,0.5347419888205219,0.4593151486177163,,,,
P22,P22,COARSE,LOCKED_base_fused__ID,KMEANS+REFINE_T0.65_S1,NOT_APPLICABLE,0,9,9196,9196,57b2041fccc039cfb81e74a4ca35d45d0c675fde9f572c474848f5e936cac368,0.18465579999610782,PASS,0.3228343009408167,0.5160145438421542,0.5151743753495834,0.42313530624044177,,,,
P22,P22,COARSE,LOCKED_base_fused__ID,KMEANS+REFINE_T0.65_S2,NOT_APPLICABLE,0,9,9196,9196,0c5389dac5f0580923580dabc07b3af80d95f4ff4f061ff4f6482002b31f7104,0.20254290000593755,PASS,0.32891345295047575,0.5219086760027422,0.5210779163623138,0.42865202685088505,,,,
