dataset,variant,metric,mean,sample_sd,median,minimum,maximum,bootstrap_95_low,bootstrap_95_high,n
placenta,locked_legacy_loss_replay,embedding_davies_bouldin,2.1580524529069516,0.059985707603835675,2.163485462365654,2.0720176531098207,2.219858229983316,2.110190775681086,2.203021962924302,5
placenta,locked_asr_hvg_legacy_scale_diagnostic,ari,0.6636698601405824,0.030894976841216996,0.6651254394684301,0.6209568891302016,0.7042581185857719,0.6386243092654931,0.6881566418551648,5
placenta,locked_asr_hvg_legacy_scale_diagnostic,nmi,0.7208653497739742,0.01612544283966148,0.7190154329885233,0.6977124289906559,0.7407556446198721,0.7079961058485575,0.7338220352260871,5
placenta,locked_asr_hvg_legacy_scale_diagnostic,ami,0.7171717243965985,0.016335146799932657,0.7153207737367017,0.6937177715624996,0.7372924108423152,0.704136196105795,0.7302809796736843,5
placenta,locked_asr_hvg_legacy_scale_diagnostic,fmi,0.723255043669057,0.02573395798560893,0.7248744155386575,0.6871536817732354,0.7569024093951767,0.7022419752794044,0.7436103879647491,5
placenta,locked_asr_hvg_legacy_scale_diagnostic,homogeneity,0.7606766963349071,0.017748609178424943,0.763431226388443,0.7366234146421502,0.7792453677317541,0.7467907433677278,0.7743031060712393,5
placenta,locked_asr_hvg_legacy_scale_diagnostic,v_measure,0.7208653497739742,0.016125442839661434,0.7190154329885232,0.6977124289906559,0.740755644619872,0.7079961058485575,0.7338220352260871,5
placenta,locked_asr_hvg_legacy_scale_diagnostic,hungarian_macro_f1,0.6102420662214725,0.020753452189155613,0.6152464012966823,0.5860467957899986,0.6315473360325558,0.5938964414711286,0.6265876909718163,5
placenta,locked_asr_hvg_legacy_scale_diagnostic,hungarian_weighted_f1,0.7940890057833256,0.02229597724216761,0.791824061889444,0.7624767906467702,0.820299824107209,0.7766549448427031,0.8113487649189665,5
placenta,locked_asr_hvg_legacy_scale_diagnostic,hungarian_balanced_accuracy,0.6488695548644228,0.0272161379070925,0.6524938532791303,0.6203254735611933,0.6762283662193698,0.6271685446109172,0.6705705651179285,5
placenta,locked_asr_hvg_legacy_scale_diagnostic,spatial_neighbor_agreement,0.43345367027677495,0.005904486365991376,0.4326113116726835,0.42478941034897716,0.4398315282791817,0.4288808664259928,0.43790613718411553,5
placenta,locked_asr_hvg_legacy_scale_diagnostic,spatial_cluster_moran_mean,0.3857320803103218,0.019984915279828163,0.3849057991136092,0.3599851636623693,0.4137720213009185,0.369990581692364,0.40226269627549344,5
placenta,locked_asr_hvg_legacy_scale_diagnostic,embedding_silhouette,0.14352903962135316,0.005044305638330602,0.1420045793056488,0.13690628111362457,0.14906658232212067,0.13978471159934996,0.14737350046634673,5
placenta,locked_asr_hvg_legacy_scale_diagnostic,embedding_davies_bouldin,2.3027746440900634,0.11758062033883168,2.3631669830971966,2.154701720732658,2.425643187249022,2.206893298313883,2.3904439275270004,5
p22,locked_unweighted,ari,0.42172759923009745,0.02742620445330967,0.42045658191812424,0.38363050879426935,0.4570737954960654,0.3996737272649673,0.4424269100648889,5
p22,locked_unweighted,nmi,0.5583659578526948,0.01650434536963294,0.5511872721554538,0.5441625774140656,0.5816649717197064,0.5460353839314742,0.5719191716538257,5
p22,locked_unweighted,ami,0.557588127823611,0.016532551964502016,0.5503906789666014,0.5433580720060348,0.5809269182302523,0.5452371883729938,0.5711657120236648,5
p22,locked_unweighted,fmi,0.5138579807693928,0.022992312931550983,0.5138718823207569,0.48337440656362773,0.5441083820980118,0.49561169051109005,0.5320137821871099,5
p22,locked_unweighted,homogeneity,0.5563592341870585,0.016224739772304535,0.5485955647168608,0.5410231201819868,0.5787786111761336,0.5442947086853873,0.5699469416777425,5
p22,locked_unweighted,v_measure,0.5583659578526948,0.016504345369632915,0.5511872721554538,0.5441625774140656,0.5816649717197064,0.5460353839314742,0.5719191716538257,5
p22,locked_unweighted,hungarian_macro_f1,0.5406239448657202,0.030965121814707453,0.5268971268608725,0.5127672808247852,0.5883506520048615,0.5187294973649712,0.5680313241305333,5
p22,locked_unweighted,hungarian_weighted_f1,0.588187870597552,0.0161114129644174,0.5915646709257268,0.5689068758587742,0.6099086168250588,0.5754559633909044,0.6000570079706753,5
p22,locked_unweighted,hungarian_balanced_accuracy,0.5796923383691653,0.03288817126038028,0.5613714913163337,0.5530799989614351,0.6282732064313445,0.5560937732413433,0.6081113228861494,5
p22,locked_unweighted,spatial_neighbor_agreement,0.8276709982601131,0.014135686938200014,0.830714441061331,0.8034743366681165,0.8389177359721618,0.8151342975206612,0.8364003371030883,5
p22,locked_unweighted,spatial_cluster_moran_mean,0.7801105715850796,0.018643553138582625,0.7868877437626867,0.7472004371576515,0.7925362268377946,0.763105952328044,0.7903074261361297,5
p22,locked_unweighted,embedding_silhouette,0.1449333906173706,0.00861804988191932,0.14899036288261414,0.13136745989322662,0.15233655273914337,0.13747008442878722,0.15090632438659668,5
p22,locked_unweighted,embedding_davies_bouldin,2.459373240853061,0.08132582670010237,2.466595171160713,2.370458510119002,2.5791738673673845,2.398402837195042,2.5236320515440713,5
p22,locked_uniform_legacy_scale,ari,0.42277514196742405,0.02557460323144502,0.4116812654654588,0.39539323090332507,0.45649115271157065,0.40365453707704957,0.44395670377829566,5
p22,locked_uniform_legacy_scale,nmi,0.5618992258772957,0.019820161289931543,0.5729596030237759,0.5358747121899359,0.5806989813048601,0.545517393887543,0.5765979170100859,5
p22,locked_uniform_legacy_scale,ami,0.5611286707295541,0.019847260039167536,0.5721996013033175,0.5350675503298259,0.5799518033212053,0.5447254099365799,0.5758483525341653,5
p22,locked_uniform_legacy_scale,fmi,0.514200633365598,0.023241274422912843,0.5053859623250136,0.4876564266923249,0.5455927622052604,0.4970635863586471,0.5338292604442344,5
p22,locked_uniform_legacy_scale,homogeneity,0.5603888379479872,0.014941100276837005,0.5654501489177376,0.5403953486018472,0.5743602188599297,0.5485849038331925,0.5718459592913845,5
p22,locked_uniform_legacy_scale,v_measure,0.5618992258772957,0.019820161289931568,0.572959603023776,0.5358747121899359,0.5806989813048602,0.5455173938875428,0.576597917010086,5
p22,locked_uniform_legacy_scale,hungarian_macro_f1,0.5368663841014649,0.020110854810526116,0.5296054943549927,0.5121538975421007,0.564449887064497,0.5225718423189113,0.554294460547845,5
p22,locked_uniform_legacy_scale,hungarian_weighted_f1,0.588312401154602,0.015630918038455944,0.5946568523404822,0.5685200843809786,0.6054717019167,0.575694724055557,0.6001207382661743,5
