dataset,checkpoint,family,metric,within_count,cross_count,within_q95,within_median,cross_q95,cross_median,eta,E95,Emed,margin,q95_ratio,median_ratio,finite,pass
p22,20,parameters,scaled_max,16,32,4.651956260204315e-07,2.2910535335540771e-07,4.0596351027488706e-07,2.0582228899002075e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.1064208984375,0.053955078125,True,True
placenta,0,adam,relative_l2,16,32,0.0,0.0,0.0,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0,0.0,True,True
placenta,0,adam,scaled_max,16,32,0.0,0.0,0.0,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0,0.0,True,True
placenta,0,gradients,relative_l2,16,32,1.8116918173332335e-07,1.6602047415543203e-07,1.7585945444986713e-07,1.6481576648462504e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.04610050082730597,0.043205464289345547,True,True
placenta,0,gradients,scaled_max,16,32,1.4901161193847656e-08,1.4901161193847656e-08,1.4901161193847656e-08,1.4901161193847656e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.00390625,0.00390625,True,True
placenta,0,losses,relative_l2,16,32,8.223740636870017e-08,0.0,8.667909664408926e-08,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.022722405110668135,0.0,True,True
placenta,0,losses,scaled_max,16,32,3.5899307120738086e-08,0.0,5.2697823862250364e-08,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.01381441833854576,0.0,True,True
placenta,0,outputs,relative_l2,16,32,5.4266203720074533e-08,5.3113373345712636e-08,5.53040272464494e-08,5.3345473166574284e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.014497618918493231,0.01398419571777845,True,True
placenta,0,outputs,scaled_max,16,32,1.9511207938194275e-07,1.7881393432617188e-07,2.2579063171837055e-07,1.7881393432617188e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.05918965936118053,0.046875,True,True
placenta,0,parameters,relative_l2,16,32,0.0,0.0,0.0,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0,0.0,True,True
placenta,0,parameters,scaled_max,16,32,0.0,0.0,0.0,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0,0.0,True,True
placenta,1,adam,relative_l2,16,32,2.8589650511398746e-07,2.6326439067017806e-07,2.8966631758201805e-07,2.6255237812056643e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.07593428715622054,0.06882653061003777,True,True
placenta,1,adam,scaled_max,16,32,1.862645149230957e-09,1.862645149230957e-09,1.862645149230957e-09,1.862645149230957e-09,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.00048828125,0.00048828125,True,True
placenta,1,gradients,relative_l2,16,32,3.603772974350545e-07,3.093023251984584e-07,3.706719758268976e-07,3.0982675790346986e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.09716943443116624,0.0812192256238472,True,True
placenta,1,gradients,scaled_max,16,32,3.2421667128801346e-08,1.862645149230957e-08,3.3015385270118716e-08,1.862645149230957e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.00865478515625,0.0048828125,True,True
placenta,1,losses,relative_l2,16,32,0.0,0.0,0.0,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0,0.0,True,True
placenta,1,losses,scaled_max,16,32,0.0,0.0,0.0,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.0,0.0,True,True
placenta,1,outputs,relative_l2,16,32,2.1034269269120119e-07,1.8650478628374974e-07,2.1797618473332523e-07,1.8844813937105003e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.05714114897073281,0.04940054904728454,True,True
placenta,1,outputs,scaled_max,16,32,2.244246919576145e-06,7.828643880161897e-07,2.2632432871595863e-06,7.821509451935912e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.5932956482691626,0.20503617737682878,True,True
placenta,1,parameters,relative_l2,16,32,1.1622329521216941e-07,7.79611042814588e-08,1.3168977448957044e-07,7.700137646775695e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.034521684243793954,0.02018544883276368,True,True
placenta,1,parameters,scaled_max,16,32,1.8104910850524902e-06,1.1175870895385742e-06,1.8104910850524902e-06,9.275972843170166e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.474609375,0.2431640625,True,True
placenta,5,adam,relative_l2,16,32,2.2593574125143642e-07,1.9922414910463877e-07,2.425252017411996e-07,1.9666433459773272e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.06357652648524503,0.051554375328788045,True,True
placenta,5,adam,scaled_max,16,32,1.1074007488787174e-08,3.7834979593753815e-09,1.1143856681883334e-08,4.2782630771398544e-09,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.002921295166015625,0.00112152099609375,True,True
placenta,5,gradients,relative_l2,16,32,4.0205857464783124e-07,3.486087570366263e-07,4.18621416189115e-07,3.747871599938366e-07,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.10973909252547936,0.09824820526942431,True,True
placenta,5,gradients,scaled_max,16,32,3.172317519783974e-08,1.6763806343078613e-08,3.1833769753575324e-08,1.4901161193847656e-08,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,2.0,0.00834503173828125,0.00390625,True,True
