dataset,variant,variant_code,seed,run_status,ari,nmi,ami,fmi,homogeneity,v_measure,hungarian_macro_f1,hungarian_weighted_f1,hungarian_balanced_accuracy,spatial_neighbor_agreement,spatial_cluster_moran_mean,embedding_silhouette,embedding_davies_bouldin,total_seconds,gpu_peak_allocated_mib
placenta,locked_uniform_legacy_scale,V1,0,complete,0.671116888267659,0.7263021531066333,0.7227004178201186,0.7298895769449474,0.7705759661340678,0.7263021531066332,0.6349364063062151,0.8132074685524647,0.6757717143157149,0.427797833935018,0.36967176942440644,0.14614012837409973,2.402828949848449,8.302667954936624,191.908203125
placenta,locked_uniform_legacy_scale,V1,1,complete,0.715648267534057,0.7495531549831859,0.7462023659081327,0.7663625433941442,0.7830449615072745,0.749553154983186,0.6205611025125066,0.8252231175271278,0.6551030434775169,0.4296028880866426,0.37650119346152067,0.14452984929084778,2.153115415425116,8.32083702320233,191.90966796875
placenta,locked_uniform_legacy_scale,V1,2,complete,0.6558135150515498,0.7346460616765714,0.7311761132396465,0.7175383811064915,0.7836875513725372,0.7346460616765714,0.6294992529388301,0.795472821950908,0.675882319670548,0.4223826714801444,0.35741876488316715,0.15279343724250793,2.3767504245882214,8.250235982239246,191.908203125
placenta,locked_uniform_legacy_scale,V1,3,complete,0.640742480864106,0.7060200424437125,0.7021439074792492,0.7039595735632447,0.7464521641421845,0.7060200424437125,0.5890318726183398,0.7739661951737455,0.6250039137273584,0.4296028880866426,0.40428366049011616,0.1801356077194214,2.1559576642033647,8.133345887996256,191.90673828125
placenta,locked_uniform_legacy_scale,V1,4,complete,0.622338607208952,0.7014341094539046,0.6974861822690723,0.6882955866155152,0.7400241602730128,0.7014341094539046,0.5912227198142286,0.7619814621116011,0.6243202816335491,0.43922984356197353,0.4132827247570202,0.15351761877536774,2.1732308120117523,8.611923195887357,191.908203125
placenta,locked_unweighted,V0,0,complete,0.4138147854392043,0.49440319805495,0.4877532197446093,0.5109570779706095,0.52330110107485,0.49440319805495,0.44471830784259636,0.6095893611251524,0.5050442565955223,0.5042117930204573,0.5083500788796766,0.04099542647600174,3.2265139241026604,10.614037135150284,191.908203125
placenta,locked_unweighted,V0,1,complete,0.5114512620798337,0.5658158290796529,0.5600742989565781,0.5943165008973799,0.5969185909113586,0.5658158290796529,0.560572090663722,0.7308852412774755,0.5577653326517578,0.4590854392298436,0.4237260726707011,0.042484525591135025,3.3236291736567387,8.0853808587417,191.90966796875
placenta,locked_unweighted,V0,2,complete,0.45873344461793203,0.5243418116291204,0.5180703340867607,0.5494922209861276,0.5542883107433214,0.5243418116291204,0.5023784569549995,0.6610635669125854,0.5574180385472404,0.4969915764139591,0.4924119444223578,0.03518678620457649,3.3519094554369424,8.346438609994948,191.908203125
placenta,locked_unweighted,V0,3,complete,0.4594693170474976,0.5511655790087705,0.5451542737441628,0.5514092923910032,0.5745082407735258,0.5511655790087704,0.5171299835789187,0.6797776186611298,0.5129089102076912,0.5084235860409145,0.4705107275578772,0.041473958641290665,2.9107268228963954,9.086529687047005,191.90673828125
placenta,locked_unweighted,V0,4,complete,0.40970903598682307,0.5086566545638403,0.5021655872637331,0.5078945429338695,0.5365649580329407,0.5086566545638403,0.4854461114050541,0.6287924518051362,0.49370788078789135,0.4879663056558363,0.4607078430418777,0.04505966231226921,3.164686443512104,8.708428068086505,191.908203125
