candidate,dataset,seed,ari_recomputed,nmi_recomputed,q_recomputed,max_abs_error
Q07_CONFIDENCE_MNN_RESIDUAL,a1,1,0.2663106527348637,0.4105333033232894,0.3384219780290766,1.1102230246251565e-16
Q00_REFERENCE_ALIAS,a1,2,0.27526557454695755,0.4095421377720357,0.34240385615949664,5.551115123125783e-17
Q01_GLOBAL_QUALITY_BLEND,a1,2,0.2758107770705885,0.4120198296915547,0.34391530338107157,2.7755575615628914e-16
Q02_SPOT_QUALITY_BLEND,a1,2,0.27410062557132114,0.41078452656199466,0.3424425760666579,3.3306690738754696e-16
Q03_MASKED_RESIDUAL,a1,2,0.2758107770705885,0.4120198296915547,0.34391530338107157,2.7755575615628914e-16
Q04_SPOT_GATED_MASKED_RESIDUAL,a1,2,0.2760138077762529,0.4116308301237659,0.34382231895000936,1.1102230246251565e-16
Q05_BOUNDARY_GATED_RESIDUAL,a1,2,0.2757967809021311,0.4115852865745655,0.3436910337383483,2.220446049250313e-16
Q06_COORDINATE_PRIOR_RESIDUAL,a1,2,0.27560015131855436,0.4108017591924072,0.3432009552554808,1.1102230246251565e-16
Q07_CONFIDENCE_MNN_RESIDUAL,a1,2,0.2751747820915704,0.4105446621030487,0.3428597220973095,0.0
Q00_REFERENCE_ALIAS,tonsil,0,0.1522327250963723,0.27332831473443464,0.21278051991540348,2.220446049250313e-16
Q01_GLOBAL_QUALITY_BLEND,tonsil,0,0.14868479688300507,0.2683970334365068,0.20854091515975592,1.1102230246251565e-16
Q02_SPOT_QUALITY_BLEND,tonsil,0,0.14895734516861034,0.26872382814067336,0.20884058665464184,5.551115123125783e-17
Q03_MASKED_RESIDUAL,tonsil,0,0.14865541453650363,0.2686583795864663,0.208656897061485,2.220446049250313e-16
Q04_SPOT_GATED_MASKED_RESIDUAL,tonsil,0,0.15049760074943086,0.27066855110319116,0.210583075926311,5.551115123125783e-17
Q05_BOUNDARY_GATED_RESIDUAL,tonsil,0,0.14931812663391134,0.2688345690131224,0.20907634782351686,5.551115123125783e-17
Q06_COORDINATE_PRIOR_RESIDUAL,tonsil,0,0.1504445946893869,0.27055404149743467,0.21049931809341077,1.6653345369377348e-16
Q07_CONFIDENCE_MNN_RESIDUAL,tonsil,0,0.15024876191888234,0.2705362880970283,0.2103925250079553,1.1102230246251565e-16
Q00_REFERENCE_ALIAS,tonsil,1,0.14861514560681205,0.27013006904676085,0.20937260732678645,5.551115123125783e-16
Q01_GLOBAL_QUALITY_BLEND,tonsil,1,0.14709015245943177,0.2689827407319265,0.20803644659567916,3.3306690738754696e-16
Q02_SPOT_QUALITY_BLEND,tonsil,1,0.14693395293172237,0.2690611780961551,0.20799756551393872,2.7755575615628914e-16
Q03_MASKED_RESIDUAL,tonsil,1,0.1474767905387156,0.26919417110962873,0.20833548082417216,4.996003610813204e-16
Q04_SPOT_GATED_MASKED_RESIDUAL,tonsil,1,0.14720579265016068,0.2692929403325149,0.2082493664913378,6.106226635438361e-16
Q05_BOUNDARY_GATED_RESIDUAL,tonsil,1,0.14731251078904836,0.26867699891077085,0.2079947548499096,1.1102230246251565e-16
Q06_COORDINATE_PRIOR_RESIDUAL,tonsil,1,0.14720579265016068,0.2692929403325149,0.2082493664913378,6.106226635438361e-16
Q07_CONFIDENCE_MNN_RESIDUAL,tonsil,1,0.14720579265016068,0.2692929403325149,0.2082493664913378,6.106226635438361e-16
Q00_REFERENCE_ALIAS,tonsil,2,0.15533156071243256,0.27301426784846117,0.21417291428044688,2.7755575615628914e-16
Q01_GLOBAL_QUALITY_BLEND,tonsil,2,0.15368433053440048,0.27276425397387377,0.21322429225413714,7.216449660063518e-16
Q02_SPOT_QUALITY_BLEND,tonsil,2,0.15275744296538984,0.2722039733897198,0.21248070817755482,4.440892098500626e-16
Q03_MASKED_RESIDUAL,tonsil,2,0.15368433053440048,0.27276425397387377,0.21322429225413714,7.216449660063518e-16
Q04_SPOT_GATED_MASKED_RESIDUAL,tonsil,2,0.15436719641103058,0.2734744737199342,0.2139208350654824,5.551115123125783e-16
Q05_BOUNDARY_GATED_RESIDUAL,tonsil,2,0.15344971349725725,0.27305366378223234,0.2132516886397448,2.7755575615628914e-16
Q06_COORDINATE_PRIOR_RESIDUAL,tonsil,2,0.15357371388832858,0.2730515620070977,0.21331263794771313,2.7755575615628914e-16
Q07_CONFIDENCE_MNN_RESIDUAL,tonsil,2,0.15436719641103058,0.2734744737199342,0.2139208350654824,5.551115123125783e-16
Q00_REFERENCE_ALIAS,d1,0,0.2375418648455073,0.3771115048867242,0.30732668486611575,6.661338147750939e-16
Q01_GLOBAL_QUALITY_BLEND,d1,0,0.2390922115316242,0.3769132798520619,0.30800274569184305,4.996003610813204e-16
Q02_SPOT_QUALITY_BLEND,d1,0,0.24001154905350128,0.3773729840665946,0.30869226656004795,3.3306690738754696e-16
Q03_MASKED_RESIDUAL,d1,0,0.23789359654761472,0.37595552701854923,0.306924561783082,0.0
Q04_SPOT_GATED_MASKED_RESIDUAL,d1,0,0.24350288071955342,0.37896794207788087,0.31123541139871713,2.220446049250313e-16
Q05_BOUNDARY_GATED_RESIDUAL,d1,0,0.2406287495280496,0.3774066696718369,0.30901770959994324,3.3306690738754696e-16
Q06_COORDINATE_PRIOR_RESIDUAL,d1,0,0.24170485474410272,0.37850606245932905,0.3101054586017159,4.996003610813204e-16
Q07_CONFIDENCE_MNN_RESIDUAL,d1,0,0.24305751638933565,0.3787262471546552,0.31089188177199545,1.6653345369377348e-16
Q00_REFERENCE_ALIAS,d1,1,0.25204132109740174,0.37951951966063796,0.3157804203790199,3.885780586188048e-16
Q01_GLOBAL_QUALITY_BLEND,d1,1,0.2577459524280351,0.3825536871181134,0.3201498197730742,3.3306690738754696e-16
Q02_SPOT_QUALITY_BLEND,d1,1,0.25911975962086375,0.3824548169779681,0.32078728829941594,3.3306690738754696e-16
Q03_MASKED_RESIDUAL,d1,1,0.25603549444295826,0.38188168052571475,0.3189585874843365,2.220446049250313e-16
Q04_SPOT_GATED_MASKED_RESIDUAL,d1,1,0.25698122465302675,0.38174111178247877,0.31936116821775273,3.885780586188048e-16
Q05_BOUNDARY_GATED_RESIDUAL,d1,1,0.2576878924053204,0.38254396487119197,0.3201159286382562,4.996003610813204e-16
Q06_COORDINATE_PRIOR_RESIDUAL,d1,1,0.2590387405205412,0.3848630479946416,0.3219508942575914,3.885780586188048e-16
Q07_CONFIDENCE_MNN_RESIDUAL,d1,1,0.257083265660298,0.3822989897533413,0.3196911277068196,3.3306690738754696e-16
Q00_REFERENCE_ALIAS,d1,2,0.23102745409241648,0.37933798830289595,0.3051827211976562,3.3306690738754696e-16
Q01_GLOBAL_QUALITY_BLEND,d1,2,0.23107157075137047,0.37697391470331293,0.3040227427273417,4.996003610813204e-16
Q02_SPOT_QUALITY_BLEND,d1,2,0.230970089177342,0.3768551895033586,0.3039126393403503,1.1102230246251565e-16
Q03_MASKED_RESIDUAL,d1,2,0.23178098407612552,0.3788890938966148,0.30533503898637016,2.220446049250313e-16
Q04_SPOT_GATED_MASKED_RESIDUAL,d1,2,0.23268069505745864,0.38038225226704225,0.3065314736622504,4.996003610813204e-16
Q05_BOUNDARY_GATED_RESIDUAL,d1,2,0.2328203744736133,0.380359170693496,0.3065897725835547,2.7755575615628914e-16
Q06_COORDINATE_PRIOR_RESIDUAL,d1,2,0.2325951668376401,0.38035423093888804,0.30647469888826406,3.885780586188048e-16
Q07_CONFIDENCE_MNN_RESIDUAL,d1,2,0.232856729319048,0.38051176688578897,0.30668424810241846,3.885780586188048e-16
Q00_REFERENCE_ALIAS,p22,0,0.5049393284724745,0.649842411873798,0.5773908701731363,1.1102230246251565e-16
Q01_GLOBAL_QUALITY_BLEND,p22,0,0.49446254424816033,0.6441327196292825,0.5692976319387214,1.1102230246251565e-16
Q02_SPOT_QUALITY_BLEND,p22,0,0.49437029853580566,0.6434590294126212,0.5689146639742134,2.220446049250313e-16
Q03_MASKED_RESIDUAL,p22,0,0.49401410147275354,0.6433919525239712,0.5687030269983624,3.3306690738754696e-16
Q04_SPOT_GATED_MASKED_RESIDUAL,p22,0,0.4947425311419543,0.6441370044026349,0.5694397677722947,3.3306690738754696e-16
Q05_BOUNDARY_GATED_RESIDUAL,p22,0,0.4942895838190956,0.6440348172924882,0.5691622005557919,5.551115123125783e-17
Q06_COORDINATE_PRIOR_RESIDUAL,p22,0,0.4954497527861342,0.6450509170401747,0.5702503349131545,2.220446049250313e-16
Q07_CONFIDENCE_MNN_RESIDUAL,p22,0,0.4943912331134614,0.6438618471941135,0.5691265401537875,2.220446049250313e-16
Q00_REFERENCE_ALIAS,p22,1,0.48984404531808956,0.6402295428470587,0.5650367940825741,3.3306690738754696e-16
Q01_GLOBAL_QUALITY_BLEND,p22,1,0.47298141361447715,0.6304056671080317,0.5516935403612544,2.220446049250313e-16
Q02_SPOT_QUALITY_BLEND,p22,1,0.47444040127095444,0.6312818435105777,0.552861122390766,1.1102230246251565e-16
Q03_MASKED_RESIDUAL,p22,1,0.47379292557543645,0.6310978480780567,0.5524453868267466,2.220446049250313e-16
Q04_SPOT_GATED_MASKED_RESIDUAL,p22,1,0.47414495198134315,0.6310088312124368,0.5525768915968899,1.1102230246251565e-16
Q05_BOUNDARY_GATED_RESIDUAL,p22,1,0.47461489599843815,0.6327597838189597,0.5536873399086989,1.1102230246251565e-16
Q06_COORDINATE_PRIOR_RESIDUAL,p22,1,0.47480431362426745,0.6329275326114839,0.5538659231178757,2.220446049250313e-16
Q07_CONFIDENCE_MNN_RESIDUAL,p22,1,0.47442768225667664,0.6315417730887304,0.5529847276727036,0.0
Q00_REFERENCE_ALIAS,p22,2,0.5070851708762828,0.6539310561570039,0.5805081135166433,6.661338147750939e-16
Q01_GLOBAL_QUALITY_BLEND,p22,2,0.49278515869141515,0.6434433758471123,0.5681142672692637,1.1102230246251565e-16
Q02_SPOT_QUALITY_BLEND,p22,2,0.4900081561062564,0.6393235466808462,0.5646658513935513,1.1102230246251565e-16
Q03_MASKED_RESIDUAL,p22,2,0.49242469358126156,0.6432605810646639,0.5678426373229627,2.220446049250313e-16
Q04_SPOT_GATED_MASKED_RESIDUAL,p22,2,0.4926308621740089,0.643584364471161,0.568107613322585,1.1102230246251565e-16
Q05_BOUNDARY_GATED_RESIDUAL,p22,2,0.4927851932554193,0.6434638275272204,0.5681245103913198,2.220446049250313e-16
Q06_COORDINATE_PRIOR_RESIDUAL,p22,2,0.5004339788562455,0.6478382722348124,0.574136125545529,0.0
Q07_CONFIDENCE_MNN_RESIDUAL,p22,2,0.4927669585349892,0.6438100415059406,0.5682885000204649,1.1102230246251565e-16
